rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	6		サクセッション	牡3	56.0		マーフィ	1:33.4		7-7-2	35.2	2.4	1	518	10		国枝栄		キャロットファーム	2,032.2
2	5	8		ハーモニーマゼラン	牡3	56.0		大野拓弥	1:33.8	2.1/2	4-3-2	35.9	16.6	6	514	10		牧光二		日下部勝徳	809.2
3	5	9		サクラトゥジュール	牡3	56.0		石橋脩	1:33.8	ハナ	6-5-2	35.7	3.9	2	486	10		堀宣行		さくらコマース	504.6
4	4	7		ゼンノジャスタ	牡3	56.0		田中健	1:33.8	ハナ	9-8-8	35.1	11.2	5	476	8		浅見秀一		大迫久美子	300.0
5	2	2		ドゥーベ	牡3	56.0		北村友一	1:33.9	3/4	2-3-5	36.0	4.9	3	490	0		音無秀孝		サンデーレーシング	200.0
6	8	15		ラッシュアップ	牡3	56.0		Ｍ．デム	1:34.0	1/2	13-11-9	34.7	30.3	7	534	2		金成貴史		社台レースホース	
7	6	11		アイスシェルフ	牡3	56.0		丸山元気	1:34.0	クビ	14-14-12	34.3	54.1	9	522	16		稲垣幸雄		吉田勝己	
8	6	10		スリリングドリーム	牝3	54.0		丹内祐次	1:34.2	1.0	12-11-11	34.9	289.2	12	446	-2		小野次郎		サラブレッドクラブ・ラフィアン	
9	2	3		カップッチョ	牡3	56.0		江田照男	1:34.4	1.1/2	4-5-7	36.3	109.5	10	460	12		高市圭二		ミルファーム	
10	3	4		シコウ	牡3	56.0		木幡巧也	1:34.5	1/2	2-2-5	36.7	51.7	8	460	10		牧光二		岡田牧雄	
11	8	14		マイネルテナシャス	牡3	56.0		松岡正海	1:34.6	1/2	10-10-9	35.6	382.2	15	470	12		萱野浩二		サラブレッドクラブ・ラフィアン	
12	7	13		デンタルバルーン	牝3	54.0		田辺裕信	1:34.6	ハナ	1-1-1	36.9	7.6	4	454	-2		牧浦充徳		三宅勝俊	
13	7	12		ハニーリン	牝3	54.0		北村宏司	1:34.8	1.1/2	7-9-13	36.0	329.0	13	468	6		堀井雅広		西森功	
14	1	1		ミャゴラーレ	牡3	56.0		野中悠太	1:34.9	クビ	15-15-14	34.9	124.2	11	512	8		黒岩陽一		山口裕介	
15	3	5		ダリル	牡3	56.0		津村明秀	1:38.0	大	10-11-15	38.7	356.9	14	432	-10		松山将樹		山口裕介	
