horse_id	stallion	生年月日	調教師	馬主	生産者	産地	セリ取引価格	獲得賞金	通算成績	父	母	父父	父母	母父	母母	父父父	父父母	父母父	父母母	母父父	母父母	母母父	母母母	父父父父	父父父母	父父母父	父父母母	父母父父	父母父母	父母母父	父母母母	母父父父	母父父母	母父母父	母父母母	母母父父	母母父母	母母母父	母母母母	父父父父父	父父父父母	父父父母父	父父父母母	父父母父父	父父母父母	父父母母父	父父母母母	父母父父父	父母父父母	父母父母父	父母父母母	父母母父父	父母母父母	父母母母父	父母母母母	母父父父父	母父父父母	母父父母父	母父父母母	母父母父父	母父母父母	母父母母父	母父母母母	母母父父父	母母父父母	母母父母父	母母父母母	母母母父父	母母母父母	母母母母父	母母母母母	race_history
1963101387	False	1963	00135	138001		浦河町	-	0	9-1-2-6	000a00022f	000a003075	000a000f98	000a007306	000a00091d	000a002863	000a0011de	000a007af0	000a000f88	000a007307	000a000293	000a0024ff	000a0008b1	000a002627	000a001123	000a007b73	000a0011c8	000a0076c7	000a000f8b	000a007851	000a001686	000a008220	000a001123	000a0072e9	000a0002f9	000a00236a	000a00085b	000a002370	000a0008b0	000a00233b	000a001124	000a007ffa	000a0019d6	000a0102e8	000a000e5b	000a0080f3	000a00167d	000a0102c8	000a001180	000a007899	000a00115e	000a007852	000a00162a	000a008c8d	000a001687	000a0102d2	000a001124	000a007ffa	000a0015db	000a007ffb	000a00110f	000a0078cb	000a000860	000a00236b	000a0004b4	000a0024c5	000a000866	000a002371	000a001123	000a007e54	000a001b7c	000a0090e3	196705010808-->196705030106-->196705030710
000a0002a4	False	1963					-	0	0-0-0-0	000a000fc7	000a008a9c	000a000fc9	000a0078a4	000a001485	000a008a9b	000a0011a3	000a00745c	000a00124f	000a007309	000a001192	000a0077dc	000a001577	000a008a9a	000a0011a4	000a0076a6	000a0014a9	000a007979	000a001190	000a007978	000a00129b	000a00821f	000a001193	000a00737f	000a001629	000a00822b	000a0011d0	000a007d94	000a001625	000a008beb	000a0011a5	000a0081a1	000a0012cd	000a008c6c	000a0011b4	000a0081a2	000a001620	000a0081a3	000a001191	000a007445	000a001431	000a007a9b	000a00129c	000a00736c	000a00165f	000a008427	000a001194	000a00816c	000a001636	000a00988d	000a001194	000a0098fa	000a00115f	000a0098f9	000a0011a7	000a0074e9	000a0011e2	000a01552c	000a001123	000a013d59	000a0015dd	000a0180e9	
000a0086f3	False	1963					-	0	0-0-0-0	000a001042	000a0085b4	000a001181	000a007a7c	000a00129d	000a008383	000a000f8b	000a007ac1	000a000e54	000a00775b	000a0011f9	000a0076bb	000a000f88	000a008382	000a001180	000a007899	000a001174	000a007851	000a00120b	000a00792a	000a001180	000a007ad7	000a0011fa	000a007fc7	000a0011ea	000a00949f	000a000f8b	000a007851	000a000f38	000a0072c7	000a001149	000a007ff4	000a0011ef	000a0080df	000a00114e	000a007ff2	000a00115e	000a007852	000a001110	000a008c70	000a0012b6	000a008420	000a001149	000a007ff4	000a001124	000a00fdc8	000a0011c9	000a008421	000a0003d7	000a00041c	000a0011c8	000a00792a	000a0018e8	000a009493	000a001180	000a007899	000a00115e	000a007852	000a000f3d	000a00840e	000a0015d4	000a007fe0	
000a007dfc	False	1963					-	0	0-0-0-0	000a000f0d	000a006ca4	000a001042	000a007672	000a000fc9	000a00797a	000a001181	000a007a7c	000a0013d7	000a00755a	000a0011a3	000a00745c	000a00124f	000a0072a3	000a000f8b	000a007ac1	000a000e54	000a00775b	000a001636	000a0083f7	000a001709	000a0083f8	000a0011a4	000a0076a6	000a0014a9	000a007979	000a001190	000a007978	000a00164f	000a008986	000a001180	000a007899	000a001174	000a007851	000a00120b	000a00792a	000a001180	000a007ad7	000a001110	000a014750	000a001278	000a0147da	000a00191d	000a0148fa	000a00162f	000a008a60	000a0011a5	000a0081a1	000a0012cd	000a008c6c	000a0011b4	000a0081a2	000a001620	000a0081a3	000a001191	000a007445	000a001431	000a007a9b	000a0004cb	000a00870d	000a0018c6	000a014005	
000a000297	True	1963				仏	-	0	0-0-0-0	000a000e1f	000a007704	000a000fc4	000a0077bb	000a000e4d	000a007317	000a0011a3	000a007354	000a000f8b	000a007851	000a000e4e	000a0079f7	000a0015a4	000a008cd2	000a0011a4	000a0076a6	000a00122e	000a00844d	000a001180	000a007899	000a00115e	000a007852	000a0011fc	000a007be3	000a000fff	000a007af0	000a0011d0	000a008cd1	000a000e54	000a008bf0	000a0011a5	000a0081a1	000a0012cd	000a008c6c	000a001138	000a008c86	000a0019fa	000a008c87	000a001149	000a007ff4	000a0011ef	000a0080df	000a001123	000a0077be	000a001139	000a00fdc6	000a00fb6c	000a008c77	000a001123	000a008154	000a001174	000a007805	000a0011c8	000a0076c7	000a0011a7	000a0074e9	000a001625	000a014e81	000a00120b	000a00792a	000a0011f8	000a0072a6	
000a000a76	True	1963	00142	195000		三石町	-	0	10-2-3-13	000a000de2	1957100700	000a000fc5	000a00789d	000a000dc0	000a0069b7	000a0011a3	000a00740d	000a000f8b	000a00750e	000a000f3d	000a006906	000a00127b	000a007ad2	000a0011a4	000a0076a6	000a0013a4	000a006b33	000a001180	000a007899	000a0014e8	000a008cc5	000a00114e	000a007a1d	000a000ee5	000a007573	000a00127c	000a0077be	000a0011bb	000a008122	000a0011a5	000a0081a1	000a0012cd	000a008c6c	000a0011b3	000a0102f4	000a00132e	000a008bd9	000a001149	000a007ff4	000a0011ef	000a0080df	000a00114e	000a007b09	000a001a1c	000a014e87	000a00114f	000a007ffd	000a0011a2	000a007a24	000a00115e	000a00749e	000a0012ed	000a008122	000a001139	000a01311f	000a013d3f	000a0098d5	000a001180	000a0098aa	000a001177	000a008121	196703020705-->196706060405-->196706070109
000a011f6b	False	1963					-	0	0-0-0-0	000a001077	000a011f6a	000a00129a	000a007ec9	000a011f5c	000a0076c2	000a00129b	000a0075dc	000a001259	000a0095d2	000a000f30	000a011f69	000a001445	000a007732	000a00129c	000a00736c	000a001212	000a008452	000a001212	000a008217	000a001b33	000a0095d1	000a000f3d	000a0074e3	000a00115f	000a01b005	000a001268	000a007363	000a001212	000a007597	000a001193	000a0148d6	000a001636	000a007b83	000a0011c8	000a00792a	000a001680	000a019089	000a0011c8	000a00792a	000a001685	000a008983	000a00119d	000a0102f2	000a001110	000a008c6e	000a00114e	000a007a1d	000a001124	000a0079f8	000a001160	000a007ff0	000a001441	000a01b004	000a001124	000a008124	000a001652	000a008132	000a0011c8	000a00792a	000a00156d	000a008a9d	
000a009977	False	1963					-	0	0-0-0-0	000a000e3b	000a009976	000a000fc9	000a0076f7	000a001d7c	000a007ae4	000a0011a3	000a00745c	000a00119a	000a007573	000a000f3d	000a009975	000a000f8b	000a007a59	000a0011a4	000a0076a6	000a0014a9	000a007979	000a00119b	000a008148	000a0012ed	000a008122	000a00114e	000a007a1d	000a001149	000a00911c	000a001180	000a007899	000a0011b3	000a0080e2	000a0011a5	000a0081a1	000a0012cd	000a008c6c	000a0011b4	000a0081a2	000a001620	000a0081a3	000a001131	000a0102d8	000a00115c	000a0102d9	000a001295	000a008b05	000a001177	000a008121	000a00114f	000a007ffd	000a0011a2	000a007a24	000a00114a	000a008c8c	000a0011b7	000a014694	000a001149	000a007ff4	000a0011ef	000a0080df	000a0011b4	000a00989a	000a001124	000a008140	
000a0004be	True	1963				愛	-	0	0-0-0-0	000a000e9e	000a0078da	000a000e49	000a0004af	000a000fa6	000a0077d9	000a00127a	000a0073a1	000a0011d2	000a0079b4	000a000f01	000a007b75	000a000f8b	000a0077b5	000a00115f	000a0075cd	000a001193	000a007b83	000a001180	000a0077a7	000a00138c	000a008c7e	000a001197	000a00771e	000a001138	000a007b73	000a001180	000a007899	000a00115d	000a00797e	000a001160	000a007ff0	000a00fd43	000a008236	000a001194	000a00816c	000a00164a	000a008c7c	000a001149	000a007ff4	000a00114e	000a007852	000a0013f6	000a007915	000a0019f6	000a008c7d	000a001149	000a007ff4	000a001177	000a00fdc6	000a001139	000a007fff	000a0019d6	000a0102e8	000a001149	000a007ff4	000a0011ef	000a0080df	000a00115e	000a0077a7	000a00110f	000a009047	
000a0083a8	False	1963				米	-	0	0-0-0-0	000a000f89	000a0083a7	000a00117d	000a0075f9	000a000f85	000a007bf5	000a00117e	000a007361	000a0013fd	000a00782c	000a000ede	000a007901	000a000e92	000a00737c	000a00117f	000a007fc8	000a001619	000a007362	000a0013fe	000a0072d1	000a00127f	000a0080d9	000a0011d0	000a00777f	000a001250	000a00775b	000a0011a0	000a00792a	000a000e8e	000a008e64	000a001149	000a007a1d	000a0011a5	000a01324b	000a00114a	000a00a98a	000a00137b	000a008438	000a001160	000a00a133	000a001892	000a013258	000a0011d7	000a013260	000a001278	000a00fd8b	000a0011a7	000a0074e9	000a0012cd	000a00815d	000a001123	000a007852	000a001180	000a007ad7	000a0011a1	000a00841f	000a0012b6	000a008420	000a001197	000a007559	000a0011a8	000a007aa7	
