horse_id	stallion	生年月日	調教師	馬主	生産者	産地	セリ取引価格	獲得賞金	通算成績	父	母	父父	父母	母父	母母	父父父	父父母	父母父	父母母	母父父	母父母	母母父	母母母	父父父父	父父父母	父父母父	父父母母	父母父父	父母父母	父母母父	父母母母	母父父父	母父父母	母父母父	母父母母	母母父父	母母父母	母母母父	母母母母	父父父父父	父父父父母	父父父母父	父父父母母	父父母父父	父父母父母	父父母母父	父父母母母	父母父父父	父母父父母	父母父母父	父母父母母	父母母父父	父母母父母	父母母母父	父母母母母	母父父父父	母父父父母	母父父母父	母父父母母	母父母父父	母父母父母	母父母母父	母父母母母	母母父父父	母母父父母	母母父母父	母母父母母	母母母父父	母母母父母	母母母母父	母母母母母	race_history
000a00017f	True	1958				米	-	0	0-0-0-0	000a000e65	000a007aad	000a0011d0	000a00775b	000a001053	000a0072fa	000a0011a7	000a0074e9	000a001180	000a007ad7	000a00115f	000a0073ae	000a0013d7	000a007758	000a0011a8	000a008ca0	000a00156d	000a008af9	000a001149	000a007ff4	000a001124	000a00fdc8	000a001160	000a007ff0	000a001278	000a007fcc	000a001636	000a0083f7	000a0011c8	000a00765b	000a0011a9	000a01316a	000a001a10	000a013167	000a00fb6c	000a013157	000a001946	000a0087b1	000a00114a	000a008c8c	000a0011a2	000a00820c	000a001125	000a008cbd	000a00119d	000a016eff	000a001161	000a0102a1	000a001157	000a0102a2	000a0011d9	000a01325b	000a001653	000a0147b9	000a001110	000a014750	000a001278	000a0147da	000a000e5b	000a0080f3	000a00174e	000a008ae4	
000a00ac42	False	1958				亜	-	0	0-0-0-0	000a0010cd	000a00ac41	000a001228	000a007888	000a0012a8	000a00ac40	000a001229	000a007513	000a0014f1	000a007893	000a000f01	000a0083fe	000a001298	000a01a613	000a00122a	000a00a0e2	000a001713	000a0189bf	000a0103c6	000a010463	000a00173b	000a018df5	000a001197	000a00771e	000a0014a9	000a008ecf	000a000f3d	000a019b3d	000a00127c	000a01a611	000a0011b4	000a014cf1	000a001988	000a01822a	000a00114d	000a0132db	000a014d0a	000a0189be	000a001b96	000a011ef2	000a0011cf	000a016e2c	000a001332	000a017830	000a001928	000a018df4	000a001149	000a007ff4	000a001177	000a00fdc6	000a0011b4	000a0081a2	000a001110	000a0132da	000a00114e	000a007a1d	000a001624	000a007ffa	000a001139	000a01311f	000a01a612	000a0188e4	
000a000fab	True	1958				英	-	0	0-0-0-0	000a000faa	000a006d9e	000a000fb5	000a007278	000a000e88	000a007502	000a001180	000a0073e0	000a0011f8	000a00765b	000a001172	000a00785f	000a000f3d	000a007969	000a001149	000a007ff4	000a001255	000a008138	000a0011c8	000a008c96	000a00174e	000a008ae4	000a001123	000a00812d	000a001138	000a008139	000a00114e	000a007a1d	000a00110f	000a008142	000a00114a	000a008c8c	000a0011a2	000a00820c	000a001256	000a014109	000a001170	000a015678	000a000e5b	000a0080f3	000a0019b8	000a00a94c	000a00114b	000a0147d1	000a001917	000a00fd89	000a001124	000a007ffa	000a0012ed	000a0131c3	000a001139	000a007fff	000a001620	000a008124	000a00114f	000a007ffd	000a0011a2	000a007a24	000a001110	000a000438	000a001149	000a008140	1961A6053105
000a007cd4	False	1958				米	-	0	0-0-0-0	000a000f85	000a007b80	000a000ede	000a007901	000a0011de	000a007721	000a0011d0	000a00777f	000a001250	000a00775b	000a001123	000a007b73	000a001177	000a00fdcd	000a0011a7	000a0074e9	000a0012cd	000a00815d	000a001123	000a007852	000a001180	000a007ad7	000a001124	000a007ffa	000a0019d6	000a0102e8	000a001178	000a008445	000a0012b6	000a014c5e	000a0011a8	000a008ca0	000a00156d	000a008af9	000a00114f	000a00a30e	000a0011c8	000a008b6d	000a001124	000a007ffa	000a001139	000a00fdc6	000a001149	000a007ff4	000a001124	000a00fdc8	000a001125	000a008cbd	000a001620	000a0102f5	000a0018c8	000a014762	000a00189c	000a014760	000a001150	000a013c49	000a001335	000a014875	000a00fdac	000a0102e6	000a001932	000a017b10	
000a00180b	True	1958				米	-	0	0-0-0-0	000a000fc7	000a008739	000a000fc9	000a0078a4	000a001035	000a008738	000a0011a3	000a00745c	000a00124f	000a007309	000a0011d0	000a008161	000a00180a	000a0095a3	000a0011a4	000a0076a6	000a0014a9	000a007979	000a001190	000a007978	000a00129b	000a00821f	000a0011a7	000a0074e9	000a001124	000a0148d7	000a0011f8	000a008128	000a0011cc	000a0126db	000a0011a5	000a0081a1	000a0012cd	000a008c6c	000a0011b4	000a0081a2	000a001620	000a0081a3	000a001191	000a007445	000a001431	000a007a9b	000a00129c	000a00736c	000a00165f	000a008427	000a0011a8	000a008ca0	000a00156d	000a008af9	000a001125	000a008cbd	000a001a0f	000a0173b0	000a0011c8	000a008c96	000a0011e2	000a008bb6	000a0011cd	000a00a16a	000a0126dc	000a0183ce	
000a007f7e	False	1958				仏	-	0	0-0-0-0	000a000ffd	000a007f7d	000a000fc4	000a007a42	000a000e8e	000a007bae	000a0011a3	000a007354	000a0011fc	000a007aaf	000a001197	000a007559	000a001414	000a007bad	000a0011a4	000a0076a6	000a00122e	000a00844d	000a00fb6c	000a008c77	000a0011f2	000a00817b	000a001149	000a007ff4	000a00164c	000a00812b	000a0011a8	000a014811	000a001646	000a00812a	000a0011a5	000a0081a1	000a0012cd	000a008c6c	000a001138	000a008c86	000a0019fa	000a008c87	000a001121	000a009892	000a00174e	000a008c76	000a0011f3	000a01875b	000a00fb6c	000a014061	000a00114a	000a008c8c	000a0011a2	000a00820c	000a001139	000a00a30f	000a00164d	000a00a310	000a0011a9	000a01316a	000a013d52	000a014e87	000a0012b6	000a016a0c	000a0011e2	000a0149d0	
000a00917b	False	1958				米	-	0	0-0-0-0	000a000fc9	000a0074a0	000a0011a3	000a00745c	000a000f88	000a007399	000a0011a4	000a0076a6	000a0014a9	000a007979	000a000f8b	000a007851	000a0014fb	000a00751f	000a0011a5	000a0081a1	000a0012cd	000a008c6c	000a0011b4	000a0081a2	000a001620	000a0081a3	000a001180	000a007899	000a00115e	000a007852	000a00162f	000a008ac2	000a001212	000a0088b6	000a00114d	000a013248	000a0011f3	000a01476d	000a00114f	000a00a30e	000a0018aa	000a01476c	000a001157	000a00a304	000a0011b8	000a008d5e	000a0012d9	000a014764	000a00164b	000a01476b	000a001149	000a007ff4	000a0011ef	000a0080df	000a001123	000a0077be	000a001139	000a00fdc6	000a001195	000a0147bb	000a00192f	000a0165f4	000a0011c8	000a00792a	000a00186d	000a00fddd	
000a009e34	False	1958				米	-	0	0-0-0-0	000a0013bf	000a009083	000a000e89	000a00732b	000a001252	000a00991a	000a001193	000a007758	000a001053	000a0084fe	000a00fd42	000a0074ba	000a00115f	000a01a0f1	000a001194	000a00816c	000a0011c8	000a00765b	000a00115f	000a0073ae	000a00129c	000a008331	000a00fd43	000a008427	000a001680	000a00fd54	000a001160	000a007ff0	000a001909	000a01a0f0	000a001195	000a0132e6	000a0011d9	000a01325f	000a000e5b	000a0080f3	000a00174e	000a008ae4	000a001160	000a007ff0	000a001278	000a007fcc	000a001193	000a0148d6	000a001636	000a0089d5	000a001157	000a0102a1	000a001139	000a008a1d	000a00162f	000a009a30	000a00115f	000a0147b9	000a001161	000a0102a1	000a001157	000a0102a2	000a001132	000a0147d6	000a0147a8	000a01a0ef	
000a000f73	True	1958				仏	-	0	0-0-0-0	000a00101d	000a00799d	000a0003fe	000a007b06	000a000e49	000a007934	000a0011c6	000a0074c3	000a001627	000a007733	000a00127a	000a0073a1	000a0015be	000a007a97	000a0011c7	000a0096d2	000a001735	000a013d4f	000a0011f2	000a0154c7	000a001123	000a00842c	000a00115f	000a0075cd	000a001193	000a007b83	000a0011d0	000a00fba4	000a0014a9	000a0131c4	000a0011c8	000a013bfc	000a0019fe	000a0154d5	000a0011b7	000a008442	000a0019bd	000a015501	000a0011f3	000a01875b	000a0002de	000a0154c6	000a001124	000a007ffa	000a0011e3	000a007323	000a001160	000a007ff0	000a00fd43	000a008236	000a001194	000a00816c	000a00164a	000a008c7c	000a0011a7	000a0074e9	000a0017a5	000a00fbdc	000a0011b4	000a0081a2	000a001630	000a014ed0	
000a0092f9	False	1958				米	-	0	0-0-0-0	000a000f85	000a006ea7	000a000ede	000a007901	000a0011b9	000a0074e8	000a0011d0	000a00777f	000a001250	000a00775b	000a000f3d	000a007b05	000a0011e9	000a007861	000a0011a7	000a0074e9	000a0012cd	000a00815d	000a001123	000a007852	000a001180	000a007ad7	000a00114e	000a007a1d	000a0011b4	000a0081f9	000a0011ea	000a0079c0	000a00129b	000a008b80	000a0011a8	000a008ca0	000a00156d	000a008af9	000a00114f	000a00a30e	000a0011c8	000a008b6d	000a001124	000a007ffa	000a001139	000a00fdc6	000a001149	000a007ff4	000a001124	000a00fdc8	000a00114f	000a007ffd	000a0011a2	000a007a24	000a001157	000a00a304	000a0019d0	000a00a307	000a0011c8	000a00792a	000a0019c0	000a008cb9	000a00129c	000a00736c	000a001821	000a0087b1	
