	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200735060201	ダ	左	1200	晴	良	10:45	3歳　C3		2007-6-2	1	盛岡	1			8	520	4	8	250	4	4	200	3	6.0	1,000	10.0	4-7	760.0	2.0	4-8	940	4	4-8	420	4	6-8	1,700	20	4-6	1,660	18	8=>4	1910	8	4-6-8	8110	23			5871110439621	(5,8),6,4,3,1,11,10,9,7,2					
200735060401	ダ	左	1200	晴	良	10:45	C3		2007-6-4	1	盛岡	3			1	110	1	1	100	1	2	100	2	6.0	130	3.0				1-2	180	1	1-2	130	1	1-6	200	2	2-6	360	6	1=>2	250	1	1-2-6	520	2			2,6,1,4,3,8,(5,7)	26134578					
200735060402	ダ	左	1200	晴	良	11:20	C3		2007-6-4	1	盛岡	3			8	2490	6	8	250	6	9	100	1	5.0	160	2.0	8-8	1170.0	6.0	8-9	1290	5	8-9	500	7	5-8	860	11	5-9	270	3	8=>9	4890	22	5-8-9	2900	12			689724513.0	89754213.0					
200735060403	ダ	左	1400	晴	良	11:55	C3		2007-6-4	1	盛岡	3			4	890	4	4	230	4	6	360	6	9.0	180	3.0	4-6	5130.0	15.0	4-6	3930	13	4-6	1,020	12	4-9	650	6	6-9	890	10	4=>6	7100	27	4-6-9	3880	14			4,5,8,7,(9,10),2,3,6,1	45279638110					
200735061001	芝	左	1000	曇	良	10:45	フューチャー競走		2007-6-10	1	盛岡	5			1	4990	7	1	1,090	6	8	340	3							1-8	10610	17	1-8	1,670	16	1-4	830	10	4-8	260	3	1=>8	31770	40	1-4-8	3230	12			1,4,7,2,(5,8),3	2,(4,1),5,7,8,3					
200735061002	芝	左	1000	曇	良	11:15	フューチャー競走		2007-6-10	1	盛岡	5			2	400	2	2	170	3	1	120	1							1-2	390	1	1-2	150	1	2-4	260	3	1-4	220	2	2=>1	830	2	1-2-4	480	1			2,4,6,1,(3,8)-7	2,(1,4),6,3,8-7					
200735061003	ダ	左	1400	曇	良	11:50	C3		2007-6-10	1	盛岡	5			2	800	6	2	150	3	6	120	1	3.0	270	6.0	2-6	1250.0	7.0	2-6	1100	3	2-6	410	3	2-3	780	13	3-6	620	8	2=>6	2750	11	2-3-6	2630	10			894362715.0	894326571.0					
200735061004	ダ	左	1400	曇	良	12:25	C3		2007-6-10	1	盛岡	5			3	210	1	3	130	1	7	190	4	5.0	240	6.0	3-7	580.0	2.0	3-7	760	3	3-7	230	2	3-5	390	5	5-7	760	12	3=>7	1170	4	3-5-7	1700	8			5,3,(8,7),6,4,10,2,9,1	5,3,7,6,8,4,9,10,2-1					
200735061005	ダ	左	1400	晴	良	13:00	C3		2007-6-10	1	盛岡	5			4	130	1	4	100	1	5	150	2	8.0	270	5.0	4-5	500.0	3.0	4-5	460	2	4-5	260	3	4-8	440	4	5-8	1,700	18	4=>5	520	2	4-5-8	2500	7			9105412873.0	9105148273.0			4=>5=>8	4920.0	13.0
200735061006	ダ	左	1400	晴	良	13:35	C3		2007-6-10	1	盛岡	5			5	250	1	5	120	1	1	230	4	8.0	260	6.0	1-5	1660.0	9.0	1-5	1470	8	1-5	500	7	5-8	450	4	1-8	680	10	5=>1	2390	11	1-5-8	2590	11			28510346917.0	85210691437.0			5=>1=>8	15630.0	56.0
