rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	12		マイネルステレール	牡3	55.0		丹内祐次	2:15.5		2-2-2-2	35.3	18.5	8	480	4		菊川正達		サラブレッドクラブ・ラフィアン	750.0
2	3	6		ネガイ	牝3	53.0		津村明秀	2:15.7	1.1/4	5-5-5-5	35.1	11.1	4	456	-2		奥村武		石川達絵	300.0
3	1	1		プルクラ	牡3	55.0		石橋脩	2:15.8	1/2	4-4-4-3	35.4	2.5	1	468	-2		堀宣行		金子真人ホールディングス	190.0
4	1	2		アルスラーン	牡4	54.0		小林凌大	2:15.8	クビ	2-3-3-3	35.5	52.7	9	498	4		小西一男		小泉修	110.0
5	7	13		ホウオウエーデル	牡3	55.0		石川裕紀	2:16.0	1.1/4	7-7-6-6	35.3	15.3	6	484	6		池上昌和		小笹芳央	75.0
6	6	11		ワセダインブルー	牡4	57.0		田辺裕信	2:16.0	ハナ	11-11-8-6	35.2	7.7	3	448	10		金成貴史		大冨智弘	
7	8	17		ツクバソヴァール	牡3	55.0		横山典弘	2:16.0	クビ	5-6-6-6	35.3	18.3	7	480	10		杉浦宏昭		細谷武史	
8	2	3		トーセンヴィガー	牡4	57.0		宮崎北斗	2:16.1	1/2	12-12-14-15	34.8	72.8	13	488	8		中川公成		島川隆哉	
9	4	7		シゲルシイタケ	牡4	57.0		蛯名正義	2:16.1	クビ	14-14-14-10	34.7	70.5	12	456	-2		中野栄治		森中蕃	
10	2	4		レオ	牡3	55.0		木幡巧也	2:16.3	1.1/4	10-10-9-9	35.3	64.8	11	516	-4		伊藤大士		ニッシンホールディングス	
11	4	8		ウイングセクション	牡4	57.0		内田博幸	2:16.3	クビ	17-18-17-15	34.8	11.9	5	494	4		田中剛		サンデーレーシング	
12	8	16		トーセンギムレット	牡3	55.0		岩部純二	2:16.5	3/4	12-12-12-11	35.4	77.2	15	526	0		萱野浩二		島川隆哉	
13	5	9		レッドクーゲル	牡3	55.0		Ｍ．デム	2:16.5	アタマ	14-14-12-14	35.3	3.6	2	440	0		尾関知人		東京ホースレーシング	
14	5	10		ゴールドアックス	牡3	55.0		丸山元気	2:16.6	1/2	9-9-9-11	35.6	72.8	14	426	10		小西一男		キャロットファーム	
15	7	15		プランスシャルマン	セ6	57.0		田中勝春	2:16.6	クビ	17-16-14-15	35.2	243.6	16	460	-4		畠山吉宏		村野康司	
16	8	18		チェリーレッド	牝3	53.0		柴田善臣	2:16.9	2.0	1-1-1-1	36.9	56.5	10	456	0		小野次郎		佐藤良二	
17	7	14		クライベイビー	牝5	54.0		菊沢一樹	2:17.0	クビ	14-16-18-18	35.3	268.4	18	486	4		菊沢隆徳		Ｇ１レーシング	
18	3	5		ギャラントグリフ	セ6	57.0		大野拓弥	2:18.5	9.0	7-7-9-11	37.5	267.0	17	524	0		稲垣幸雄		岡田牧雄	
