rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	10		ベルキューズ	牝4	54.0		ルメール	1:53.1		2-2-3-2	38.6	4.2	2	488	8		武井亮		ローレルレーシング	1,100.0
2	2	2		カリーニョミノル	牝6	55.0		北村宏司	1:53.3	1.1/4	1-1-1-1	39.1	29.1	6	506	-2		北出成人		吉岡實	440.0
3	5	5		オデュッセイア	牝5	55.0		大野拓弥	1:53.7	2.1/2	10-10-10-7	38.0	8.7	4	476	0		新開幸一		吉田照哉	280.0
4	6	6		ロジシルキー	牝4	54.0		池添謙一	1:53.7	クビ	2-2-2-2	39.4	4.4	3	548	4		大竹正博		久米田正明	170.0
5	4	4		サイモンジルバ	牝5	55.0		丸山元気	1:54.3	3.1/2	9-7-7-6	39.1	66.6	8	458	2		根本康広		澤田昭紀	110.0
6	7	7		レトロフィット	牝4	54.0		田辺裕信	1:54.3	ハナ	4-4-4-4	39.6	1.9	1	484	-4		伊藤圭三		吉田照哉	
7	3	3		ニシノアメイズ	牝4	54.0		松岡正海	1:54.4	クビ	6-6-5-5	39.5	15.9	5	504	4		松山将樹		西山茂行	
8	7	8		フレッシビレ	牝5	55.0		丹内祐次	1:55.7	8.0	7-7-9-8	40.3	145.6	10	518	4		藤原辰雄		グランド牧場	
9	8	9		ヤマイチジャスティ	牝7	52.0		山田敬士	1:56.0	2.0	8-7-7-8	40.8	106.0	9	484	-2		高市圭二		菊地祐司	
10	1	1		ゴーインピース	牝4	54.0		石川裕紀	1:56.4	2.1/2	5-5-6-8	41.4	29.8	7	436	8		手塚貴久		下河辺俊行	
