rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	4		リュウノユキナ	牡5	56.0		柴田善臣	1:10.9		8-7	36.4	4.7	1	498	-22		小野次郎		蓑島竜一	1,855.7
2	1	1		アーバンイェーガー	牡6	55.0		マーフィ	1:11.1	1.1/4	11-10	36.4	15.2	6	520	8		高橋文雅		西城公雄	740.2
3	3	5		オリオンパッチ	牡4	55.0		田辺裕信	1:11.1	クビ	2-2	37.4	4.7	2	502	2		加藤征弘		陳立文	465.1
4	5	9		サザンヴィグラス	牡5	56.0		丸山元気	1:11.1	ハナ	11-10	36.4	6.2	4	496	6		根本康広		村山忠弘	270.0
5	7	14		スナークライデン	牡6	54.0		石橋脩	1:11.3	1.1/4	13-12	36.3	32.4	11	482	2		川村禎彦		杉本豊	182.0
6	4	7		クインズラミントン	牡6	55.0		大野拓弥	1:11.3	ハナ	13-12	36.4	5.7	3	488	6		池上昌和		亀田和弘	
7	6	11		アルーアキャロル	セ7	55.0		柴山雄一	1:11.3	クビ	7-4	36.9	17.0	7	502	6		新開幸一		シルクレーシング	
8	2	3		ラレータ	牡6	55.0		ミナリク	1:11.4	クビ	16-16	35.9	45.8	13	486	12		林徹		Ｇ１レーシング	
9	8	15		スピーディクール	セ6	54.0		丸田恭介	1:11.5	3/4	13-14	36.5	63.5	16	488	4		石栗龍彦		ライオンレースホース	
10	8	16		マンカストラップ	牡6	54.0		丹内祐次	1:11.7	1.1/4	5-4	37.5	61.8	15	502	6		伊藤大士		ミルファーム	
11	5	10		レイダー	牡6	56.0		Ｍ．デム	1:11.8	1/2	3-3	37.8	10.1	5	540	8		堀宣行		石川達絵	
12	6	12		ヴィルトファン	牝4	52.0		横山武史	1:11.8	アタマ	5-7	37.6	18.3	8	506	2		高柳瑞樹		カナヤマホールディングス	
13	3	6		アスタースウィング	牡6	56.0		池添謙一	1:12.0	1.1/4	8-7	37.5	22.1	9	520	2		中竹和也		加藤久枝	
14	1	2		エターナルフレイム	セ6	54.0		武藤雅	1:12.4	2.1/2	8-14	37.9	56.3	14	526	-2		高木登		岡田牧雄	
15	7	13		スズカグラーテ	牝6	53.0		内田博幸	1:12.5	クビ	3-4	38.4	34.4	12	472	-2		柄崎孝		永井啓弍	
16	4	8		ヘルディン	牝6	52.0		北村宏司	1:14.7	大	1-1	41.0	25.1	10	442	-8		千田輝彦		金山敏也	
