	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201636010201	ダ	右	1300	曇	不良	10:30	初春賞C2十六組		2016-1-2	11	水沢	1			4.0	2910.0	6.0	4.0	1,280	6.0	3.0	180	2.0	3-4	8150.0	13.0	3-4	1,270	14.0	4-6	470	8.0	3-6	100	1.0	4=>3	34980.0	29.0	3-4-6	1700.0	6.0	4=>3=>6	38730.0	72.0	426351	246315	4,6,(2,3),1,5	463215								
201636010202	ダ	右	1300	曇	不良	11:05	C2十五組		2016-1-2	11	水沢	1			5.0	180.0	1.0	5.0	120	1.0	1.0	370	4.0	1-5	1160.0	5.0	1-5	250	4.0	2-5	150	1.0	1-2	410	6.0	5=>1	1300.0	4.0	1-2-5	790.0	4.0	5=>1=>2	3090.0	9.0	1562473	1562347	1562347	1,5,(2,6),3,4,7								
201636010203	ダ	右	1300	曇	不良	11:40	C2十四組		2016-1-2	11	水沢	1			7.0	3650.0	7.0	7.0	380	6.0	3.0	100	1.0	3-7	2590.0	6.0	3-7	540	10.0	2-7	810	12.0	2-3	100	1.0	7=>3	12910.0	20.0	2-3-7	1440.0	5.0	7=>3=>2	31490.0	55.0	7,3,(4,6),1,(2,5)	7,3,(1,4),6,(2,5)	7,3,4,5,(1,6),2	7,3,4,5,(1,6),2								
201636010401	ダ	右	1300	曇	不良	10:30	3歳C1三組		2016-1-4	11	水沢	3			5.0	350.0	2.0	5.0	150	2.0	2.0	270	4.0	2-5	1770.0	7.0	2-5	430	7.0	1-5	260	4.0	1-2	330	6.0	5=>2	2940.0	11.0	1-2-5	950.0	4.0	5=>2=>1	6100.0	21.0	521634	521634	526143	521643								
201636010402	ダ	右	1300	曇	不良	11:05	3歳C1二組		2016-1-4	11	水沢	3			4.0	430.0	3.0	4.0	150	2.0	2.0	140	1.0	2-4	470.0	1.0	2-4	180	1.0	3-4	220	3.0	2-3	220	4.0	4=>2	1050.0	4.0	2-3-4	570.0	1.0	4=>2=>3	2310.0	1.0	5,6,7,1,(2,3),4	5,6,7,1,(2,3),4	(7,4),6,(5,3),(1,2)	(5,4),7,6,1,(3,2)								
201636010403	ダ	右	1300	曇	不良	11:40	3歳C1一組		2016-1-4	11	水沢	3			3.0	270.0	2.0	3.0	160	2.0	5.0	130	1.0	3-5	250.0	1.0	3-5	160	1.0	3-4	500	11.0	4-5	460	9.0	3=>5	550.0	2.0	3-4-5	890.0	3.0	3=>5=>4	3410.0	13.0	3,5,6,(4,7),2,1	3546721	3567412	3,5,4,(6,7),2,1								
201636010404	ダ	右	1400	曇	不良	12:15	C2五組		2016-1-4	11	水沢	3			4.0	110.0	1.0	4.0	100	1.0	2.0	320	6.0	2-4	800.0	4.0	2-4	320	5.0	4-6	230	2.0	2-6	1,290	15.0	4=>2	900.0	4.0	2-4-6	1530.0	7.0	4=>2=>6	3770.0	16.0	(3,4,6,8),(2,7),1,5	34682175	4,6,(3,8),2,(7,5),1	46251873			6.0	200.0	3.0			
201636010405	ダ	右	1400	小雨	不良	12:50	C2四組		2016-1-4	11	水沢	3			4.0	1120.0	3.0	4.0	150	3.0	6.0	100	1.0	4-6	2940.0	10.0	4-6	690	10.0	4-5	1,520	16.0	5-6	1,030	14.0	4=>6	7920.0	22.0	4-5-6	10540.0	25.0	4=>6=>5	83210.0	147.0	35216874	35216784	3,(5,2),(1,6),7,(8,4)	(3,5),2,1,8,6,4,7			5.0	290.0	6.0			
201636010406	ダ	右	1400	小雨	不良	13:25	C2三組		2016-1-4	11	水沢	3			6.0	130.0	1.0	6.0	100	1.0	3.0	120	2.0	3-6	160.0	1.0	3-6	100	1.0	6-8	180	2.0	3-8	260	4.0	6=>3	210.0	1.0	3-6-8	240.0	1.0	6=>3=>8	410.0	1.0	(2,3),6,8,5,7,4,1	23658741	2,3,6,(5,8),(4,7)-1	3,6,2,8,5,4-7,1			8.0	170.0	4.0			
201636010407	ダ	右	1400	曇	不良	14:00	C2二組		2016-1-4	11	水沢	3			6.0	450.0	3.0	6.0	110	2.0	1.0	200	4.0	1-6	2400.0	9.0	1-6	600	9.0	6-7	200	3.0	1-7	420	6.0	6=>1	5500.0	17.0	1-6-7	1230.0	6.0	6=>1=>7	13140.0	44.0	13627548	1,3,(2,6),(4,7),5,8	1,(3,6),7,(2,4),5,8	16723458			7.0	110.0	1.0			
201636010408	ダ	右	1400	曇	不良	14:35	葛巻まちなか雪まつり		2016-1-4	11	水沢	3			1.0	140.0	1.0	1.0	100	1.0	8.0	160	4.0	1-8	370.0	2.0	1-8	180	2.0	1-4	130	1.0	4-8	300	5.0	1=>8	430.0	2.0	1-4-8	360.0	1.0	1=>8=>4	1130.0	2.0	2,(5,9),8,1,7,4,3,6	259187436	(2,9),1,5,8,4,7,3,6	(9,1),2,(4,8),5,7,3,6			4.0	140.0	2.0	1-8	260.0	1.0
201636010409	ダ	右	1600	小雨	不良	15:15	国指定名勝浄土ヶ浜賞		2016-1-4	11	水沢	3			9.0	220.0	1.0	9.0	100	1.0	6.0	120	2.0	6-9	320.0	1.0	6-9	200	1.0	9-11	460	7.0	6-11	820	11.0	9=>6	560.0	1.0	6-9-11	1540.0	5.0	9=>6=>11	3510.0	5.0	5,6,7,11,9,(1,4),10,2,3	567119141023	5,6,7,11,9,(1,4),3,10,2	5,6,9,(1,7,11),4,(10,3),2			11.0	330.0	6.0	6-7	290.0	1.0
