rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	16		ステイホット	牝3	54.0		Ｍ．デム	1:12.7		2-2	38.2	3.7	1	464	-10		杉浦宏昭		小林善一	500.0
2	6	12		グラディオロ	牝3	51.0		藤田菜七	1:13.0	2.0	1-1	38.7	6.8	4	446	-14		大竹正博		村野康司	200.0
3	8	15		カネショウベリー	牝3	54.0		岩田康誠	1:13.4	2.1/2	3-3	38.7	46.8	10	434	6		古賀史生		清水正裕	130.0
4	6	11		シダクティブノンコ	牝3	54.0		松岡正海	1:13.8	2.1/2	5-4	38.9	4.7	3	470	-4		中舘英二		吉田千津	75.0
5	3	5		セイドアモール	牝3	54.0		柴田大知	1:13.9	1/2	3-4	39.3	18.5	8	478	6		武市康男		サラブレッドクラブ・ラフィアン	50.0
6	1	1		サンダーソニア	牝3	52.0		野中悠太	1:13.9	ハナ	7-7	38.9	3.9	2	476	-2		田村康仁		ジェイアール	
7	5	9		イデアノオモイ	牝3	54.0		戸崎圭太	1:13.9	クビ	10-10	38.2	12.7	5	428	-2		柄崎孝		益田修一	
8	5	10		チャンダナ	牝3	54.0		田中勝春	1:14.1	1.1/4	5-6	39.2	13.7	6	476	-2		粕谷昌央		ターフ・スポート	
9	4	8		ニシノリリアンヌ	牝3	53.0		木幡巧也	1:14.2	クビ	8-7	39.0	77.6	11	472	0		牧光二		西山茂行	
10	7	14		アーティクル	牝3	51.0		木幡育也	1:14.2	クビ	9-7	38.9	401.0	16	450	0		大江原哲		田頭勇貴	
11	3	6		セイユウビューティ	牝3	52.0		菊沢一樹	1:14.3	3/4	10-11	38.6	169.0	13	442	0		加藤和宏		松岡正二	
12	2	4		ペイシャパシャ	牝3	51.0		山田敬士	1:14.7	2.1/2	12-11	38.7	24.5	9	442	0		高市圭二		北所直人	
13	2	3		マリノリヴィエール	牝3	54.0		勝浦正樹	1:14.9	1.1/4	15-15	38.0	98.6	12	456	0		水野貴広		クラウン	
14	1	2		ジーガーローレンス	牝3	51.0		菅原明良	1:15.2	1.3/4	16-16	37.4	14.6	7	488	0		武市康男		ジーガー	
15	7	13		チリカラチリトト	牝3	54.0		内田博幸	1:16.6	8.0	13-13	39.9	279.1	15	434	-2		高橋義博		橘倍男	
16	4	7		ミスホナミ	牝3	54.0		木幡初也	1:18.0	8.0	13-13	41.4	235.8	14	456	0		天間昭一		諸岡慶	
