	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201546032201	ダ	右	1500	晴	稍重	11:20	C28		2015-3-22	21	金沢	1	(定量)		2	250	2	2.0	140.0	2.0	1.0	660	7.0	3.0	230.0	4.0	1-2	3770.0	15.0	1-2	4030	14	1-2	600	6	2-3	360	3	1-3	1,540	17	2=>1	6210.0	18.0	2=>1	3360	14	1-2-3	3170	10	2=>1=>3	19120	58	3,5,8,2,7,1,4,(6,10),9	3,5,8,2,7,1,(4,10),6-9	3,5,8,(2,6),1,7,10,4-9	1,3,(2,5),8,(4,6),(7,10)-9		
201546032202	ダ	右	1500	晴	稍重	11:50	C27		2015-3-22	21	金沢	1	(定量)		7	170	1	7.0	100.0	1.0	9.0	110	2.0	1.0	180.0	5.0	7-8	430.0	1.0	7-9	480	1	7-9	250	2	1-7	400	6	1-9	530	10	7=>8	550.0	1.0	7=>9	640	1	1-7-9	900	3	7=>9=>1	3160	5	7,6,9,3,1,2,8,(4,5)	769132845	7,9,6,1,3,2-4,8,5	7,(6,9),1,3,2-4=5,8		
201546032203	ダ	右	1500	晴	稍重	12:20	C26		2015-3-22	21	金沢	1	(定量)		8	150	1	8.0	100.0	1.0	2.0	150	3.0	9.0	190.0	4.0	2-7	620.0	3.0	2-8	560	2	2-8	330	3	8-9	280	2	2-9	530	7	7=>2	980.0	5.0	8=>2	600	2	2-8-9	930	4	8=>2=>9	2320	7	2,4,9,8,1,7,(5,6),3,10	24981765103	2,(4,9),8,1,7,6,5,3,10	2,8,9,7,1,4-10,6,(5,3)		
201546032204	ダ	右	1400	晴	稍重	12:50	3歳A　3		2015-3-22	21	金沢	1	(定量)		2	130	1	2.0	100.0	1.0	9.0	150	3.0	11.0	100.0	2.0	2-7	380.0	2.0	2-9	500	2	2-9	250	2	2-11	140	1	9-11	290	4	2=>7	320.0	2.0	2=>9	640	2	2-9-11	290	1	2=>9=>11	1410	2	2311105694817	2,3,11,10,(5,6),9,4,8,1,7	2,(3,11),10,(5,6),9,4,8,1,7	2,(11,9),10,(6,1),3,4,5,8,7		
201546032205	ダ	右	1500	晴	稍重	13:25	伝説のハヒフ班来場記		2015-3-22	21	金沢	1	(定量)		4	260	2	4.0	100.0	1.0	5.0	100	2.0	2.0	190.0	5.0	4-5	250.0	1.0	4-5	150	1	4-5	120	1	2-4	550	8	2-5	530	7	4=>5	570.0	3.0	4=>5	360	2	2-4-5	650	3	4=>5=>2	2640	8	(4,5),6,10,9,8,2,(1,3),7	4,5,6,9,10,8-2,(1,3),7	(4,5),10,6,9,8,2,1,3-7	4,5,9,10,2,6,8,1,3-7		
201546032206	ダ	右	1400	晴	稍重	14:00	さくらのライトアップ 		2015-3-22	21	金沢	1	(定量)		6	680	3	6.0	180.0	4.0	10.0	100	1.0	2.0	100.0	2.0	6-8	400.0	2.0	6-10	550	2	6-10	230	2	2-6	260	3	2-10	140	1	6=>8	790.0	3.0	6=>10	1250	4	2-6-10	560	1	6=>10=>2	3270	7	11,6,10,(3,8),2,9,4,7,(1,5)	11,6,10,3,8,2,9,1-7,5	11,6,10,9,(2,8),3-1,7,5	6,10,2,11,8,9,3-1,7-5		
201546032701	ダ	右	1400	晴	稍重	10:50	3歳B　3		2015-3-27	21	金沢	2	(定量)		10	1480	4	10.0	240.0	4.0	4.0	1,150	10.0	9.0	140.0	1.0	4-8	6370.0	14.0	4-10	37290	37	4-10	7,840	34	9-10	420	4	4-9	1,970	19	8=>4	9130.0	22.0	10=>4	55810	58	4-9-10	12410	30	10=>4=>9	232230	331	10,8,5,4,9,7,3,(2,6,1)	10,(8,9,1),(4,5),7,2,3-6	10,1,9,4,5,7,(8,2),3-6	10,(4,9),1,5,7,2,3,8-6		
201546032702	ダ	右	1500	晴	稍重	11:20	3歳B　2		2015-3-27	21	金沢	2	(定量)		1	760	4	1.0	210.0	5.0	10.0	160	3.0	4.0	150.0	2.0	1-8	910.0	5.0	1-10	1570	8	1-10	370	8	1-4	270	4	4-10	300	6	1=>8	1980.0	10.0	1=>10	2410	14	1-4-10	740	3	1=>10=>4	6480	26	(1,4),8,10,9,5,6,(2,7),3	1,4,8,9,10=5,2,6,7,3	1,8,4,10,9=3,5,2,6,7	1,10,8,4,9=3,5,2,7,6		
201546032703	ダ	右	1500	晴	稍重	11:50	3歳B　1		2015-3-27	21	金沢	2	(定量)		8	210	1	8.0	120.0	1.0	6.0	240	6.0	2.0	140.0	3.0	6-7	900.0	4.0	6-8	710	3	6-8	170	1	2-8	170	2	2-6	260	5	7=>6	890.0	2.0	8=>6	1140	4	2-6-8	670	2	8=>6=>2	2650	8	8610435219	8,6,10,4,(3,5),2,1,9	8624110539	8,6,2,(4,1)-5,10,9,3		
201546032704	ダ	右	1500	晴	稍重	12:20	C25		2015-3-27	21	金沢	2	(定量)		3	860	4	3.0	260.0	4.0	10.0	260	3.0	6.0	130.0	2.0	3-8	3290.0	12.0	3-10	4580	14	3-10	1,140	15	3-6	730	7	6-10	290	3	3=>8	9810.0	19.0	3=>10	11220	23	3-6-10	2290	7	3=>10=>6	27220	79	3,(8,10),(2,4,5),6,7-9,1	3,8,10,2,5,(4,6),7-9,1	3,8,10,2,6,5,7,4-9,1	3,10,6,2,8,(7,5)-4,9,1		
