rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		ブラッドストーン	牡3	56.0		武豊	2:14.2		1-1-1-1	35.5	2.1	1	466	0		小島茂之		加藤徹	500.0
2	7	9		レッドクーゲル	牡3	56.0		戸崎圭太	2:14.5	1.3/4	7-7-4-4	35.2	3.4	2	424	0		尾関知人		東京ホースレーシング	200.0
3	8	11		ショウチクバイ	牡3	56.0		菅原隆一	2:15.2	4.0	3-2-2-2	36.1	98.4	7	486	0		宗像義忠		ミルファーム	130.0
4	7	8		ココリガストン	牡3	54.0		野中悠太	2:15.2	ハナ	5-4-2-2	36.1	19.6	5	510	0		古賀慎明		美崎光二郎	75.0
5	5	5		イントゥアドリーム	牡3	53.0		大塚海渡	2:15.5	1.3/4	5-4-6-5	36.0	22.7	6	436	-8		和田雄二		薪浦州平	50.0
6	6	7		ヘヴンリータイム	セ3	55.0		木幡巧也	2:15.5	ハナ	11-11-8-8	35.8	7.4	4	490	-4		和田正一		伊藤正徳	
7	6	6		ベレーザ	牝3	54.0		Ｍ．デム	2:15.9	2.1/2	9-9-6-5	36.4	4.0	3	466	2		奥村武		カナヤマホールディングス	
8	4	4		スタープレゼンス	牡3	56.0		柴田大知	2:16.7	5.0	10-10-8-9	37.0	100.7	8	428	-6		黒岩陽一		ヤナガワ牧場	
9	3	3		アレグレユミティー	牝3	51.0		菅原明良	2:16.8	3/4	3-4-8-9	37.1	277.0	10	450	6		本間忍		斉藤等	
10	8	10		シングンジゼル	牝3	54.0		武士沢友	2:17.1	2.0	8-8-11-11	37.3	271.7	9	414	-2		高市圭二		伊坂重憲	
11	2	2		リネンエイコウ	牝3	52.0		菊沢一樹	2:17.2	クビ	2-2-4-7	38.0	302.7	11	434	4		加藤和宏		戸山光男	
