rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	10		グレートコート	牡3	56.0		三浦皇成	1:12.7		4-4	37.8	3.9	3	472	4		大江原哲		伊東純一	510.0
2	1	2		サンキーウエスト	牝3	54.0		岩部純二	1:13.2	3.0	7-7	38.0	3.1	1	450	8		萱野浩二		加藤ステーブル	200.0
3	7	14		シゲルメイオウセイ	牡3	56.0		丸山元気	1:13.2	クビ	3-2	38.6	10.1	5	478	0		松山将樹		森中蕃	130.0
4	2	3		ソルレオーネ	牡3	56.0		丸田恭介	1:13.3	1/2	4-4	38.3	181.5	10	492	4		大竹正博		ＹＧＧホースクラブ	77.0
5	1	1		ブンロート	牡3	56.0		大野拓弥	1:13.5	1.0	1-1	39.0	3.6	2	520	4		牧光二		石瀬浩三	51.0
6	7	13		スイスライツ	牡3	56.0		江田照男	1:13.6	3/4	9-9	38.0	8.5	4	470	0		竹内正洋		永田博之	
7	6	11		タイセイダンク	牡3	55.0		斎藤新	1:13.7	1/2	12-10	37.7	19.5	7	454	2		斎藤誠		田中成奉	
8	8	15		ジュンヒトカップ	牝3	54.0		杉原誠人	1:13.9	1.0	10-10	38.2	213.9	11	480	-2		勢司和浩		河合裕明	
9	4	7		カズモンレアーレ	牡3	56.0		野中悠太	1:14.1	1.1/4	2-2	39.6	14.1	6	448	2		宮田敬介		雅苑興業	
10	6	12		コッヘル	牡3	56.0		内田博幸	1:14.4	2.0	14-13	38.2	37.4	8	486	4		清水英克		上野直樹	
11	4	8		フレアリボン	牝3	54.0		加藤祥太	1:14.9	3.0	7-7	39.7	293.1	13	436	-4		田島俊明		ノルマンディーサラブレッドレーシング	
12	8	16		サーブルルミエール	牡3	56.0		木幡巧也	1:15.1	1.1/2	4-4	40.2	218.9	12	458	2		伊藤大士		落合幸弘	
13	3	6		マホウショ	牡3	56.0		横山和生	1:15.4	2.0	13-10	39.3	50.1	9	452	0		藤原辰雄		谷口祐人	
14	3	5		ミサトアンバー	牝3	54.0		原田和真	1:16.0	3.1/2	15-15	39.6	511.5	16	438	-10		小桧山悟		戸部政彦	
15	2	4		エクセルチェイサー	牡3	56.0		鮫島克駿	1:17.0	6.0	16-16	39.4	347.3	14	472	-14		天間昭一		谷川正純	
16	5	9		スーコーサファイア	牝3	52.0		木幡育也	1:17.6	3.1/2	10-14	41.8	409.2	15	422	-14		深山雅史		谷口祐人	
