rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		ホリデーモード	セ4	60.0		伴啓太	3:11.2		6-4-3-2	13.3	12.9	6	482	-8		矢野英一		下河辺隆行	780.0
2	7	10		スリーミュージアム	牡6	60.0		伊藤工真	3:11.5	2.0	4-5-6-5	13.3	2.7	1	436	2		柄崎孝		永井商事	310.0
3	2	2		ユイノシンドバッド	牡4	60.0		大江原圭	3:11.9	2.1/2	5-6-5-4	13.3	5.0	3	504	-4		竹内正洋		由井健太郎	200.0
4	7	9		ジョーカーワイルド	牡4	60.0		小野寺祐	3:12.0	1/2	10-10-8-7	13.3	83.8	10	516	-8		浅野洋一		ＴＵＲＨ	120.0
5	8	11		シングルアップ	牡3	58.0		森一馬	3:12.1	3/4	1-1-1-1	13.3	10.9	5	524	0		寺島良		シルクレーシング	78.0
6	8	12		ロスカボス	セ6	60.0		上野翔	3:12.5	2.1/2	7-6-7-8	13.4	31.2	9	494	4		大江原哲		吉田照哉	
7	5	6		ストレイライトラン	牡4	60.0		五十嵐雄	3:12.8	2.0	3-3-3-3	13.4	4.5	2	490	12		堀井雅広		ローレルレーシング	
8	1	1		ブレイヴバローズ	牡5	60.0		西谷誠	3:13.5	4.0	2-2-2-6	13.4	7.1	4	476	-4		角田晃一		猪熊広次	
9	4	4		クールエイジア	牡7	60.0		山本康志	3:13.9	2.1/2	9-9-8-9	13.5	15.3	7	470	-8		鈴木伸尋		山王飯店	
10	6	8		ハギノフロンティア	牡4	60.0		熊沢重文	3:15.5	10.0	7-8-10-10	13.6	22.4	8	526	0		松田国英		日隈良江	
11	6	7		ヴォルパンテール	牝4	58.0		蓑島靖典	3:18.0	大	11-11-11-11	13.8	297.2	12	486	8		加藤和宏		ノルマンディーサラブレッドレーシング	
12	5	5		ストロングヘヴン	セ3	58.0		石神深一	3:18.7	4.0	12-12-12-12	13.8	120.4	11	528	10		松永康利		天堀忠博	
