	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201842010901	ダ	左	1400	晴	重	10:20	特選		2018-1-9	9	浦和	1			7	130	1	7	110	1	5	190	4	1.0	170	3.0	5-7	540.0	4.0	5-7	470	3	5-7	240	3	1-7	260	4	1-5	770	11	7=>5	610.0	2.0	7=>5	540	2	1-5-7	1000	5	7=>5=>1	2640	12	256394781.0	256973418	257496318	754293186	12.4 - 11.8 - 12.9 - 13.7 - 12.8 - 13.6 - 13.8	12.4 - 24.2 - 37.1 - 50.8 - 63.6 - 77.2 - 91.0 (37.1-40.2)
201842010902	ダ	左	1400	晴	重	10:50	3歳二		2018-1-9	9	浦和	1	156万円以上270万円未満		4	200	1	4	180	2	5	700	7	8.0	390	6.0	4-5	2010.0	8.0	4-5	2550	11	4-5	890	12	4-8	690	8	5-8	3,720	31	4=>5	2210.0	9.0	4=>5	3940	14	4-5-8	8380	26	4=>5=>8	32180	106	567108239141211.0	567810293411211	756810423911211	564781023911112	12.5 - 12.3 - 13.3 - 13.6 - 12.4 - 13.7 - 14.0	12.5 - 24.8 - 38.1 - 51.7 - 64.1 - 77.8 - 91.8 (38.1-40.1)
201842010903	ダ	左	1400	晴	重	11:20	C3九　十		2018-1-9	9	浦和	1			7	770	5	7	190	4	6	150	2	12.0	150	1.0	5-6	1210.0	6.0	6-7	2230	11	6-7	710	11	7-12	580	6	6-12	340	1	6=>5	2540.0	12.0	7=>6	5450	25	6-7-12	1620	4	7=>6=>12	16340	53	685311221174109.0	681235121174109	681257311110249	612785311110429	12.9 - 13.2 - 13.9 - 13.7 - 13.3 - 13.2 - 14.0	12.9 - 26.1 - 40.0 - 53.7 - 67.0 - 80.2 - 94.2 (40.0-40.5)
201842010904	ダ	左	1400	晴	重	11:50	C3九　十		2018-1-9	9	浦和	1			3	490	3	3	140	3	2	100	1	5.0	130	2.0	2-3	350.0	2.0	2-3	360	2	2-3	190	2	3-5	290	3	2-5	130	1	3=>2	1010.0	5.0	3=>2	910	3	2-3-5	430	1	3=>2=>5	1970	3	465111231027189.0	465312210117189	465231210117189	234510116871219	13.2 - 12.0 - 13.3 - 14.0 - 13.2 - 13.8 - 13.9	13.2 - 25.2 - 38.5 - 52.5 - 65.7 - 79.5 - 93.4 (38.5-40.9)
201842010905	ダ	左	1500	晴	重	12:20	C2四　五		2018-1-9	9	浦和	1			1	870	3	1	200	4	8	140	1	4.0	560	9.0	1-6	840.0	4.0	1-8	840	2	1-8	410	3	1-4	2,430	31	4-8	1,260	17	1=>6	2380.0	9.0	1=>8	2870	9	1-4-8	5220	21	1=>8=>4	31370	113	368257410121911.0	368257410121911	3,8,1,6,2,5,7,4,12,10,9-11	3,8,1,6,7,2,4,5,12,9,10-11	7.4 - 12.2 - 13.0 - 13.3 - 13.0 - 12.1 - 13.1 - 13.9	7.4 - 19.6 - 32.6 - 45.9 - 58.9 - 71.0 - 84.1 - 98.0 (32.6-39.1)
201842010906	ダ	左	1500	晴	重	12:50	若水特別 		2018-1-9	9	浦和	1	270万円以上		10	420	3	10	150	3	2	130	1	3.0	330	5.0	2-8	480.0	2.0	2-10	510	2	2-10	290	2	3-10	750	11	2-3	490	5	8=>2	1300.0	6.0	10=>2	1290	4	2-3-10	2270	7	10=>2=>3	9700	27	73110284659.0	73110248659	37102189465	31027184695	6.9 - 12.0 - 13.0 - 13.4 - 13.3 - 12.4 - 13.3 - 14.0	6.9 - 18.9 - 31.9 - 45.3 - 58.6 - 71.0 - 84.3 - 98.3 (31.9-39.7)
201842011001	ダ	左	1400	晴	稍重	10:20	C3　4歳イ		2018-1-10	9	浦和	2			8	130	1	8	100	1	6	220	5	4.0	220	4.0	6-8	670.0	3.0	6-8	610	3	6-8	270	4	4-8	250	3	4-6	1,280	14	8=>6	820.0	3.0	8=>6	790	3	4-6-8	1520	7	8=>6=>4	3950	12	823416579.0	823164759	826534179	826543179	13.0 - 12.9 - 13.9 - 13.0 - 12.4 - 13.7 - 13.5	13.0 - 25.9 - 39.8 - 52.8 - 65.2 - 78.9 - 92.4 (39.8-39.6)
201842011002	ダ	左	1400	晴	稍重	10:50	3歳三		2018-1-10	9	浦和	2	88万円以上156万円未満		11	130	1	11	110	1	12	740	7	4.0	230	4.0	8-8	2530.0	6.0	11-12	2320	7	11-12	760	10	4-11	310	3	4-12	2,800	26	8=>8	2240.0	6.0	11=>12	3020	9	4-11-12	5580	18	11=>12=>4	18890	55	121145621081379.0	121145621081379	121146521038197	121146521038719	12.7 - 12.9 - 13.4 - 13.8 - 12.8 - 14.0 - 13.4	12.7 - 25.6 - 39.0 - 52.8 - 65.6 - 79.6 - 93.0 (39.0-40.2)
201842011003	ダ	左	1400	晴	稍重	11:20	C3六　七八		2018-1-10	9	浦和	2			7	3100	6	7	340	6	5	140	2	2.0	180	3.0	5-7	5260.0	15.0	5-7	5710	15	5-7	1,310	15	2-7	840	10	2-5	410	4	7=>5	19890.0	36.0	7=>5	14310	34	2-5-7	5090	17	7=>5=>2	63400	134	572693841.0	572693481	576294318	572643198	13.2 - 13.4 - 13.5 - 13.6 - 13.1 - 13.4 - 14.1	13.2 - 26.6 - 40.1 - 53.7 - 66.8 - 80.2 - 94.3 (40.1-40.6)
201842011004	ダ	左	1500	晴	稍重	11:50	C3六　七八		2018-1-10	9	浦和	2			4	710	4	4	320	6	1	170	2	3.0	270	5.0	1-4	1300.0	7.0	1-4	1260	5	1-4	460	5	3-4	900	15	1-3	460	4	4=>1	3460.0	20.0	4=>1	2980	12	1-3-4	2140	5	4=>1=>3	13680	41	41368927105.0	41368925710	41683925710	41368972510	7.0 - 12.1 - 12.8 - 14.6 - 14.1 - 13.0 - 13.5 - 14.7	7.0 - 19.1 - 31.9 - 46.5 - 60.6 - 73.6 - 87.1 - 101.8 (31.9-41.2)
