	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201455010201	ダ	右	1300	晴	良	11:15	C2ー27組		2014-1-2	17	佐賀	2	(馬齢)		3.0	1450.0	2.0	3.0	190	3.0	7.0	360	5.0	1.0	150	2.0	3-7	3120.0	7.0	3-7	500	5.0	1-3	1,040	9.0	1-7	1,080	10.0	3=>7	8020.0	13.0	1-3-7	7140.0	17.0	3=>7=>1	67150.0	80.0	14637285.0	16347285.0	13674285.0	13746825.0					
201455010202	ダ	右	1300	晴	良	11:45	C2ー25組		2014-1-2	17	佐賀	2	(馬齢)		5.0	850.0	4.0	5.0	120	1.0	4.0	160	3.0	2.0	160	4.0	4-5	1220.0	6.0	4-5	660	12.0	2-5	380	6.0	2-4	320	3.0	5=>4	2440.0	11.0	2-4-5	1360.0	4.0	5=>4=>2	10960.0	46.0	43586271.0	43856271.0	42583671.0	45286173.0					
201455010203	ダ	右	1300	晴	良	12:15	C2ー23組		2014-1-2	17	佐賀	2	(馬齢)		7.0	2590.0	6.0	7.0	190	4.0	5.0	170	3.0	8.0	390	7.0	5-7	3730.0	12.0	5-7	970	10.0	7-8	5,440	30.0	5-8	1,010	11.0	7=>5	8320.0	27.0	5-7-8	18930.0	45.0	7=>5=>8	156530.0	263.0	874519236.0	874591236.0	874591326.0	785492136.0			5-7	3700.0	12.0
201455010204	ダ	右	1400	晴	良	12:45	C2ー21組		2014-1-2	17	佐賀	2	(馬齢)		3.0	210.0	1.0	3.0	100	1.0	6.0	510	7.0	5.0	190	3.0	3-6	2050.0	10.0	3-6	740	11.0	3-5	170	1.0	5-6	1,240	18.0	3=>6	2970.0	10.0	3-5-6	2820.0	9.0	3=>6=>5	14660.0	47.0	376951284.0	375691824.0	375691824.0	365798412.0			3-6	2860.0	11.0
201455010205	ダ	右	1400	晴	良	13:25	C2ー19組		2014-1-2	17	佐賀	2	(馬齢)		3.0	840.0	3.0	3.0	220	4.0	4.0	130	2.0	9.0	220	5.0	3-4	460.0	2.0	3-4	210	2.0	3-9	610	8.0	4-9	320	4.0	3=>4	2580.0	8.0	3-4-9	1240.0	6.0	3=>4=>9	12190.0	33.0	679823415.0	679823541.0	695843271.0	639548271.0			3-4	500.0	3.0
201455010206	ダ	右	1400	晴	良	13:55	3歳ー3組		2014-1-2	17	佐賀	2	(馬齢)		2.0	460.0	3.0	2.0	220	4.0	7.0	310	5.0	3.0	150	3.0	2-7	2890.0	12.0	2-7	1,040	15.0	2-3	270	3.0	3-7	420	6.0	2=>7	5100.0	20.0	2-3-7	1390.0	5.0	2=>7=>3	18110.0	62.0	37548261.0	37542861.0	35728461.0	37281456.0					
201455010207	ダ	右	1400	晴	良	14:30	チャレンジシリーズ第		2014-1-2	17	佐賀	2	(馬齢)		9.0	1010.0	4.0	9.0	500	7.0	10.0	290	5.0	7.0	130	1.0	9-10	5740.0	14.0	9-10	910	12.0	7-9	490	8.0	7-10	300	3.0	9=>10	12360.0	27.0	7-9-10	3650.0	11.0	9=>10=>7	37000.0	79.0	35276891014.0	35276891014.0	53976821041.0	95387621041.0			8-8	5210.0	10.0
201455010301	ダ	右	1300	曇	良	11:15	3歳ー6組		2014-1-3	17	佐賀	3	(馬齢)		7.0	710.0	2.0	7.0	150	4.0	5.0	150	3.0	1.0	100	1.0	5-7	2120.0	6.0	5-7	480	8.0	1-7	150	1.0	1-5	160	3.0	7=>5	3450.0	10.0	1-5-7	390.0	1.0	7=>5=>1	7430.0	27.0	73451628.0	74351628.0	75418263.0	75184632.0					
201455010302	ダ	右	1300	曇	良	11:45	C2ー15組		2014-1-3	17	佐賀	3	(馬齢)		6.0	740.0	4.0	6.0	410	4.0	7.0	130	2.0	2.0	890	6.0	6-7	960.0	5.0	6-7	320	4.0	2-6	830	9.0	2-7	620	8.0	6=>7	1920.0	10.0	2-6-7	2930.0	9.0	6=>7=>2	13990.0	56.0	87634215.0	87634125.0	87623415.0	78623145.0					
201455010303	ダ	右	1400	曇	良	12:20	C2ー14組		2014-1-3	17	佐賀	3	(馬齢)		1.0	1280.0	6.0	1.0	450	5.0	3.0	790	8.0	4.0	490	6.0	1-3	14700.0	28.0	1-3	1,740	23.0	1-4	1,020	16.0	3-4	2,060	25.0	1=>3	17490.0	49.0	1-3-4	18510.0	49.0	1=>3=>4	101680.0	282.0	23867451.0	23867451.0	23846751.0	34817625.0					
