rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	2		ストーミーシー	牡7	57.0		横山武史	1:34.1		3-4-4	36.3	7.7	4	548	2		斎藤誠		ミルファーム	2,535.7
2	2	4		アストラエンブレム	セ7	57.0		吉田豊	1:34.2	1/2	6-6-4	36.3	7.0	2	470	2		小島茂之		シルクレーシング	1,010.2
3	3	6		サーブルオール	牡7	56.0		津村明秀	1:34.4	1.1/4	11-10-7	36.1	20.5	8	490	2		萩原清		キャロットファーム	635.1
4	7	14		シャイニービーム	牡8	56.0		丸山元気	1:34.5	1/2	14-15-14	35.5	14.6	7	466	6		羽月友彦		小林昌志	380.0
5	5	10		イレイション	牡8	56.0		ミナリク	1:34.7	1.0	11-12-12	36.1	13.7	6	504	2		池上昌和		ゴドルフィン	250.0
6	8	16		カツジ	牡5	57.0		横山典弘	1:34.7	ハナ	8-6-2	36.8	8.3	5	492	2		池添兼雄		カナヤマホールディングス	
7	3	5		クライムメジャー	牡6	56.0		石川裕紀	1:34.8	1/2	11-10-10	36.5	38.9	14	526	-6		渡辺薫彦		シルクレーシング	
8	4	7		キャプテンペリー	セ7	56.0		江田照男	1:34.9	1/2	15-12-12	36.3	37.8	13	508	4		岩戸孝樹		千明牧場	
9	6	11		ハーレムライン	牝5	55.0		木幡巧也	1:35.0	3/4	6-9-10	36.9	23.8	10	476	14		田中清隆		吉田千津	
10	6	12		ジャンダルム	牡5	58.0		藤井勘一	1:35.1	クビ	8-6-2	37.2	3.2	1	510	4		池江泰寿		前田幸治	
11	8	15		エントシャイデン	牡5	56.0		大野拓弥	1:35.3	1.1/4	16-16-16	35.8	22.8	9	482	-6		矢作芳人		前田幸治	
12	5	9		ボンセルヴィーソ	牡6	56.0		石橋脩	1:35.5	1.1/4	3-4-1	37.7	7.7	3	478	0		池添学		名古屋友豊	
13	1	1		ノーワン	牝4	55.0		川又賢治	1:35.6	1/2	10-14-14	36.8	24.7	11	478	-10		笹田和秀		藤田好紀	
14	4	8		ショウナンライズ	牡7	57.0		北村宏司	1:36.1	3.0	3-2-7	38.5	61.3	15	472	0		上原博之		国本哲秀	
15	2	3		ミュゼエイリアン	セ8	57.0		野中悠太	1:36.8	4.0	2-2-7	39.2	98.8	16	496	0		黒岩陽一		菊地祐司	
16	7	13		ファストアプローチ	セ5	56.0		ヒューイ	1:37.1	1.3/4	1-1-4	39.7	34.3	12	554	2		藤沢和雄		山本英俊	
