rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	15		ベルウッドヨウサン	セ3	56.0		北村宏司	1:56.0		2-2-1-2	39.0	9.2	4	486	10		中舘英二		鈴木照雄	510.0
2	7	13		トリトン	牡3	56.0		内田博幸	1:56.1	1/2	4-3-2-3	39.0	1.4	1	508	6		古賀慎明		村野康司	200.0
3	2	2		スマイリースマイル	牡3	56.0		中谷雄太	1:56.1	アタマ	1-1-2-1	39.1	6.6	2	510	4		田中博康		橋元勇氣	130.0
4	4	7		ミストラルウインド	牡3	56.0		吉田豊	1:56.7	3.1/2	11-11-9-8	38.4	175.4	11	472	-8		本間忍		島川隆哉	77.0
5	3	5		シュバルツイェガー	牡3	56.0		大野拓弥	1:56.8	1/2	2-3-4-4	39.3	7.9	3	486	6		高木登		西森功	51.0
6	7	12		セイウンソルジャー	牡3	56.0		高野和馬	1:57.1	1.3/4	12-13-14-12	38.2	493.0	15	508	-2		小手川準		西山茂行	
7	4	6		トキメキナイス	牡3	56.0		江田照男	1:57.2	3/4	14-13-11-12	38.5	21.6	6	460	2		佐藤吉勝		片岡正雄	
8	8	14		インセンディオ	牡3	56.0		柴田善臣	1:57.3	1/2	14-13-11-10	38.7	59.3	9	430	0		田中清隆		嶋田賢	
9	6	10		ショウナンマルーン	牡3	56.0		野中悠太	1:57.5	1.0	10-8-7-7	39.5	14.7	5	488	-4		上原博之		国本哲秀	
10	6	11		トミケンアラバール	牡3	53.0		原優介	1:57.7	1.1/4	5-5-5-5	40.0	135.9	10	512	-2		武井亮		冨樫賢二	
11	3	4		ミスターサンライズ	牡3	54.0		木幡育也	1:57.9	1.1/2	8-8-7-9	39.9	48.9	7	440	-6		和田正一		古賀和夫	
12	5	8		アポロダーウィン	牡3	56.0		石川裕紀	1:58.0	1/2	5-5-5-5	40.3	57.3	8	506	2		稲垣幸雄		アポロサラブレッドクラブ	
13	1	1		キビーラジャバル	牡3	56.0		柴田大知	1:58.6	3.1/2	5-5-9-10	40.4	293.5	13	446	-14		南田美知		大倉佑介	
14	2	3		フジノホーオー	牡3	53.0		小林凌大	2:00.6	大	8-8-11-14	42.0	382.5	14	462	-4		南田美知		田畑富子	
15	5	9		ハヤブサジーニー	牡3	53.0		山田敬士	2:01.7	7.0	12-12-15-15	42.5	200.2	12	454	0		小桧山悟		武田修	
