rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	13		ハートトゥハート	牝3	54.0		ルメール	1:59.5		5-2-2-2	40.0	1.4	1	546	0		国枝栄		ゴドルフィン	600.0
2	5	10		チアフルローズ	牝3	54.0		勝浦正樹	2:00.1	3.1/2	2-2-2-2	40.7	29.6	7	446	0		水野貴広		ディアレストクラブ	240.0
3	7	14		ストロングヘヴン	牡3	56.0		西村太一	2:00.7	3.1/2	12-11-8-7	40.8	58.2	11	526	0		松永康利		天堀忠博	150.0
4	3	6		ボーナファイディ	牝3	53.0		木幡巧也	2:01.0	1.3/4	5-7-4-4	41.3	11.8	3	458	0		竹内正洋		水上ふじ子	90.0
5	4	8		ノボリターン	牡3	56.0		五十嵐冬	2:01.1	3/4	13-13-11-6	40.8	38.2	9	496	0		天間昭一		ＬＳ．Ｍ	60.0
6	4	7		ジャストワンルック	牡3	56.0		内田博幸	2:01.4	2.0	15-15-11-10	41.1	19.5	5	532	0		田村康仁		平井裕	
7	6	12		トウカイマーレ	牡3	56.0		原田和真	2:01.5	クビ	3-4-4-4	41.8	58.9	12	490	0		栗田徹		内村正則	
8	2	3		シュリュッセル	牡3	53.0		菅原明良	2:01.8	2.0	7-8-11-13	41.5	41.5	10	518	0		田中清隆		嶋田賢	
9	5	9		コスモエトランジュ	牡3	56.0		宮崎北斗	2:01.9	クビ	13-13-4-9	42.2	30.9	8	542	0		田島俊明		ビッグレッドファーム	
10	8	15		セイウンノルン	牝3	54.0		柴田大知	2:02.4	3.0	11-11-14-13	41.9	113.3	14	442	0		蛯名利弘		西山茂行	
11	3	5		ガルラバン	牡3	56.0		田辺裕信	2:02.4	アタマ	3-5-8-10	42.5	6.2	2	522	0		小西一男		ノルマンディーサラブレッドレーシング	
12	2	4		アオカチ	牝3	52.0		野中悠太	2:02.5	クビ	9-9-10-12	42.4	89.7	13	514	0		高柳瑞樹		松田整二	
13	1	2		キャビテーション	牝3	54.0		津村明秀	2:02.5	クビ	1-1-1-1	43.1	13.8	4	454	0		鈴木伸尋		吉田千津	
14	8	16		シゲルパパラチア	牡3	56.0		松岡正海	2:03.5	6.0	7-5-4-7	43.8	27.9	6	446	0		田中剛		森中蕃	
15	6	11		ナムカーン	牝3	54.0		小野寺祐	2:04.1	3.1/2	10-10-14-15	43.6	272.2	15	424	0		和田雄二		大久保和夫	
取	1	1		エムオーマックス	牡3	53.0		木幡育也					---		計不			古賀慎明		大浅貢	
