rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	7		シャインガーネット	牝2	54.0		田辺裕信	1:35.6		5-3-2	34.7	2.0	1	452	0		栗田徹		山口功一郎	700.0
2	4	6		シングンバズーカ	牡2	54.0		武士沢友	1:35.6	アタマ	9-7-10	34.4	25.9	7	478	0		高市圭二		伊坂重憲	280.0
3	8	14		シベール	牝2	54.0		三浦皇成	1:35.8	1.0	6-5-4	34.8	4.1	2	440	0		久保田貴		ロードホースクラブ	180.0
4	8	13		タイニーベイビー	牡2	54.0		津村明秀	1:36.2	2.1/2	2-1-1	35.8	83.1	11	428	0		松山将樹		山口裕介	110.0
5	6	9		カナタ	牝2	54.0		吉田豊	1:36.2	クビ	9-10-6	34.9	14.0	4	484	0		奥村武		由井健太郎	70.0
6	1	1		フロイデンベルク	牝2	54.0		石橋脩	1:36.4	1.1/4	13-12-12	34.9	6.5	3	528	0		手塚貴久		シルクレーシング	
7	2	2		ポルトベーロ	牝2	54.0		戸崎圭太	1:36.5	1/2	1-3-5	35.6	56.8	9	450	0		牧光二		高嶋航	
8	3	4		セイウンハテンコウ	牡2	54.0		内田博幸	1:36.6	1/2	2-2-2	35.9	17.1	5	510	0		武市康男		西山茂行	
9	7	12		ウィルビーハッピー	牡2	54.0		大野拓弥	1:36.6	アタマ	11-10-6	35.3	17.3	6	468	0		奥村武		ノルマンディーサラブレッドレーシング	
10	7	11		ナンバーフォー	牝2	54.0		西田雄一	1:36.9	1.3/4	7-5-6	35.9	333.6	14	446	0		蛯名利弘		稲垣隆治	
11	5	8		イズジョールーラー	牡2	54.0		柴田善臣	1:37.0	3/4	2-7-6	35.9	254.3	13	424	0		本間忍		泉一郎	
12	4	5		エスプロジオーネ	牡2	51.0		藤田菜七	1:37.5	3.0	11-13-13	35.9	71.1	10	456	0		青木孝文		岡田牧雄	
13	6	10		マイネルポインター	牡2	54.0		丹内祐次	1:37.8	1.1/2	7-7-10	36.6	44.4	8	442	0		田中博康		サラブレッドクラブ・ラフィアン	
14	3	3		ビッグワンビリーブ	牡2	54.0		丸田恭介	1:40.5	大	14-14-14	38.6	184.6	12	454	0		蛯名利弘		小林章	
