rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	2		ブラックアウト	牡4	57.0		木幡巧也	1:10.6		1-1	36.9	19.8	8	478	-1		岩戸孝樹		エクワインレーシング	760.0
2	3	4		スマイルプリティ	牝6	55.0		宮崎北斗	1:10.6	アタマ	2-2	36.8	15.8	7	494	2		本間忍		臼倉勲	300.0
3	4	6		タマモキャペリン	牝4	55.0		武藤雅	1:11.0	2.1/2	6-4	36.8	3.1	1	458	0		水野貴広		タマモ	190.0
4	7	12		コウユークロガヨカ	牡4	57.0		内田博幸	1:11.2	1.1/4	3-3	37.2	4.5	2	474	0		竹内正洋		加治屋貞光	110.0
5	4	7		シゲルルビー	牝4	52.0		小林凌大	1:11.5	1.3/4	12-11	36.8	33.6	10	490	-6		伊藤圭三		森中蕃	76.0
6	6	10		カガスター	牡5	55.0		木幡育也	1:11.8	1.1/2	15-14	36.6	97.9	13	456	2		大江原哲		香川憲次	
7	7	13		クラウンクラシック	牡5	57.0		野中悠太	1:11.9	1/2	8-8	37.4	6.7	3	482	-8		菊川正達		矢野恭裕	
8	3	5		コスモクウェンチ	牡6	57.0		武士沢友	1:11.9	クビ	13-11	37.0	9.1	5	490	0		小桧山悟		Ｍｒ．ホース	
9	8	14		シトラスノキセキ	牝4	55.0		ヒューイ	1:11.9	クビ	3-4	37.8	9.6	6	442	2		加藤征弘		加藤正二郎	
10	5	9		ガビーズメモリー	牝4	55.0		勝浦正樹	1:12.0	クビ	3-4	38.0	165.6	14	486	-6		藤原辰雄		長島和彦	
11	2	3		テンモントム	牡4	57.0		黛弘人	1:12.3	2.0	10-8	37.7	51.9	11	468	6		加藤和宏		スピードファーム	
12	8	15		ヨドノオーシャン	牡4	57.0		丹内祐次	1:12.5	1.1/2	10-13	37.9	25.9	9	440	4		古賀史生		海原聖一	
13	6	11		エルポルラド	牡5	57.0		江田照男	1:12.5	ハナ	13-15	37.5	186.1	15	472	-4		武藤善則		加藤裕司	
14	5	8		ロードレジェンド	牡5	55.0		団野大成	1:12.6	1/2	8-8	38.1	86.0	12	486	0		和田勇介		ロードホースクラブ	
15	1	1		フォークアート	牝4	52.0		原優介	1:13.0	2.1/2	6-4	38.8	8.5	4	460	10		武井亮		林正道	
