rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	7		メイショウワザシ	牡5	56.0		武豊	1:52.9		1-1-1-1	37.2	2.6	1	538	-2		南井克巳		松本好雄	2,237.8
2	6	11		ハヤヤッコ	牡4	57.0		ヒューイ	1:53.1	1.1/4	7-8-6-5	36.9	6.4	3	480	-2		国枝栄		金子真人ホールディングス	890.8
3	5	9		ゴライアス	牡5	56.0		三浦皇成	1:53.3	1.1/2	2-2-2-2	37.5	8.8	5	504	8		高木登		サンデーレーシング	555.4
4	1	1		デアフルーグ	牡4	56.0		津村明秀	1:53.7	2.1/2	12-12-13-14	36.9	5.4	2	518	2		鈴木伸尋		西森功	330.0
5	8	16		バレッティ	セ6	56.0		横山典弘	1:53.7	クビ	7-6-6-8	37.5	23.4	8	504	0		久保田貴		社台レースホース	220.0
6	8	15		ローズプリンスダム	牡6	57.0		田辺裕信	1:53.8	1/2	4-5-3-3	37.8	17.3	6	480	4		畠山吉宏		岡田牧雄	
7	3	6		メイプルブラザー	牡6	56.0		田中勝春	1:53.9	クビ	9-9-11-8	37.2	59.0	11	510	10		清水久詞		節英司	
8	2	4		フェニックスマーク	牡6	56.0		吉田豊	1:54.0	3/4	6-6-6-6	37.7	101.9	15	554	6		田島俊明		伊東純一	
9	7	14		イーグルフェザー	セ7	56.0		大野拓弥	1:54.1	3/4	16-15-16-16	37.1	80.9	13	494	4		小笠倫弘		社台レースホース	
10	3	5		スウィフトレイド	セ7	56.0		石橋脩	1:54.2	1/2	9-9-10-12	37.6	18.1	7	508	2		堀宣行		社台レースホース	
11	1	2		ジョルジュサンク	牡7	56.0		坂井瑠星	1:54.3	クビ	9-9-11-8	37.6	254.6	16	520	-10		鮫島一歩		ＣＨＥＶＡＬＡＴＴＡＣＨＥ	
12	5	10		クロスケ	牡5	56.0		北村宏司	1:54.4	1/2	15-15-13-12	37.6	23.8	9	452	-8		水野貴広		助川啓一	
13	2	3		コズミックフォース	牡5	56.0		ルメール	1:54.4	アタマ	4-2-3-3	38.4	8.2	4	488	14		国枝栄		サンデーレーシング	
14	4	8		クラシックメタル	セ9	56.0		石川裕紀	1:54.5	1/2	12-14-13-14	37.7	28.4	10	500	2		萩原清		吉田勝己	
15	7	13		アイファーイチオー	牡6	57.0		丸山元気	1:54.8	2.0	2-2-3-6	38.9	75.2	12	516	6		上村洋行		中島稔	
16	6	12		ランガディア	牡6	56.0		ミナリク	1:54.8	クビ	12-12-9-8	38.3	85.7	14	478	2		木村哲也		吉田勝己	
