rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	7		ジャパンスウェプト	牡3	56.0		戸崎圭太	1:11.7		14-11	36.6	3.2	1	432	-6		古賀慎明		新谷幸義	720.0
2	1	1		サニーストーム	牝3	54.0		Ｍ．デム	1:11.8	3/4	5-4	37.9	3.6	2	446	4		加藤征弘		陳立文	290.0
3	2	3		オルダージュ	牡3	56.0		北村宏司	1:12.0	1.1/4	2-2	38.4	23.3	7	474	2		青木孝文		ノルマンディーサラブレッドレーシング	180.0
4	3	6		ニシノコトダマ	牡3	56.0		津村明秀	1:12.1	1/2	7-6	37.7	7.3	4	510	4		手塚貴久		西山茂行	110.0
5	7	14		ペイシャリルキス	牡3	53.0		山田敬士	1:12.1	クビ	12-14	37.3	4.3	3	480	-2		高市圭二		北所直人	72.0
6	5	9		リンノティアラ	牝3	54.0		黛弘人	1:12.2	3/4	13-11	37.3	643.8	16	410	-6		中野栄治		谷口祐人	
7	3	5		サリーバランセ	牝3	54.0		石橋脩	1:12.3	1/2	6-7	38.2	16.0	5	466	2		鈴木伸尋		黒須不二男	
8	5	10		プロトイチバンボシ	牡3	56.0		内田博幸	1:12.4	1/2	10-10	37.7	94.4	13	484	-10		浅野洋一		飯田真也	
9	8	15		オールミラージュ	牡3	53.0		木幡育也	1:12.6	3/4	14-16	37.5	239.1	15	448	-6		伊藤正徳		田頭勇貴	
10	4	8		ニヴィアン	牝3	54.0		石川裕紀	1:12.7	1/2	10-8	38.0	34.9	9	464	-2		高柳瑞樹		岡田牧雄	
11	7	13		エルピド	牡3	56.0		勝浦正樹	1:12.7	ハナ	14-14	37.7	173.4	14	472	14		田村康仁		ディアレストクラブ	
12	6	11		ユニキャラ	牝3	52.0		野中悠太	1:12.8	クビ	3-3	39.0	36.4	10	486	8		中竹和也		岡浩二	
13	6	12		アキンド	牡3	56.0		田辺裕信	1:13.4	3.1/2	9-11	38.8	87.4	12	494	-8		粕谷昌央		小田切有一	
14	8	16		タイセイスパーブ	牡3	56.0		ミナリク	1:13.4	クビ	3-4	39.6	17.1	6	480	4		青木孝文		田中成奉	
15	2	4		ダウンタウンプリマ	牝3	54.0		大野拓弥	1:13.7	1.3/4	7-8	39.2	30.7	8	448	-4		斎藤誠		林正道	
16	1	2		テンブン	牝3	52.0		菊沢一樹	1:14.1	2.1/2	1-1	40.5	59.3	11	490	8		菊沢隆徳		田頭勇貴	
