horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	出走/重賞	勝利/重賞	出走/特別	特別/勝利	出走/平場	平場/勝利	出走/芝	芝/勝利	出走/ダート	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬	勝利/特別	勝利/平場	勝利/芝	重賞/出走	重賞/勝利	特別/出走	平場/出走	芝/出走	ダート/出走	勝利/ダート
000a001d10	1993	370	1	0	1	0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.27	2000.0	0.0	0.0	1989109107.0										
000a000d3e	2007	306	1	1	6	1	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	1.0	2.18	1425.0	0.0	0.0	2001109047.0										
000a000d3e	2006	485	1	0	6	0	0.0	0.0	2.0	0.0	4.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2001109047.0										
000a000d3e	2005	464	2	0	12	0	0.0	0.0	3.0	0.0	9.0	0.0	3.0	0.0	9.0	0.0	0.0	0.06	75.0	0.0	0.0	2001109047.0										
000a000d3e	2004	365	2	1	13	1	0.0	0.0	4.0	0.0	9.0	1.0	4.0	0.0	9.0	1.0	0.5	0.52	705.0	0.0	1200.0	2001109047.0										
000a000d3e	2003	360	3	0	19	0	0.0	0.0	2.0	0.0	17.0	0.0	13.0	0.0	6.0	0.0	0.0	0.46	964.1	0.0	0.0	2001109060.0										
000a000d3e	2002	355	2	1	10	1	0.0	0.0	3.0	0.0	7.0	1.0	2.0	0.0	8.0	1.0	0.5	0.7	1015.0	0.0	1600.0	1997107476.0										
000a000d3e	2001	375	4	0	16	0	0.0	0.0	3.0	0.0	13.0	0.0	7.0	0.0	9.0	0.0	0.0	0.4	1230.0	0.0	0.0	1996109416.0										
000a000d3e	2000	393	4	0	32	0	1.0	0.0	5.0	0.0	26.0	0.0	10.0	0.0	22.0	0.0	0.0	0.32	1043.5	0.0	0.0	1997107476.0										
000a000d3e	1999	244	9	2	34	2	0.0	0.0	11.0	0.0	23.0	2.0	12.0	2.0	12.0	0.0	0.222	0.61	4595.0	1800.0	0.0	1994100214.0										
000a000d3e	1998	129	14	4	100	6	0.0	0.0	24.0	3.0	76.0	3.0	27.0	3.0	62.0	2.0	0.28600000000000003	1.04	12701.9	1333.3	1400.0	1993101641.0										
000a000d3e	1997	128	16	5	89	6	1.0	0.0	29.0	1.0	59.0	5.0	49.0	4.0	37.0	2.0	0.313	0.97	13524.4	1825.0	1300.0	1992102489.0										
000a000d3e	1996	92	17	6	116	11	2.0	0.0	38.0	5.0	76.0	6.0	53.0	3.0	61.0	8.0	0.353	1.36	20400.3	1800.0	1612.5	1992102489.0										
000a000d3e	1995	132	30	7	149	10	3.0	0.0	32.0	1.0	114.0	9.0	73.0	3.0	75.0	7.0	0.233	0.48	12500.5	1733.3	1428.6	1992101301.0										
000a000d3e	1994	108	23	6	143	8	11.0	0.0	9.0	2.0	123.0	6.0	80.0	6.0	63.0	2.0	0.261	0.71	14180.4	1766.7	1350.0	1991108273.0										
000a000d3e	1993	161	8	2	28	4	2.0	2.0	1.0	0.0	25.0	2.0	21.0	4.0	7.0	0.0	0.25	1.24	8708.0	1150.0	0.0	1991100331.0										
000a001bf3	2006	839	1	0	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.11	74.0	0.0	0.0	2002105093.0										
000a001bf3	2005	619	1	1	1	1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.05	700.0	0.0	1300.0	2002105093.0										
000a001bf3	2000	688	1	1	1	1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.74	600.0	1200.0	0.0	1998104714.0										
000a001bf3	1996	702	1	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.4	350.0	0.0	0.0	1990109199.0										
000a001bf3	1995	197	2	1	8	2	2.0	0.0	4.0	2.0	2.0	0.0	7.0	2.0	1.0	0.0	0.5	3.97	6906.9	2000.0	0.0	1990109199.0										
000a001bf3	1994	250	2	1	8	2	1.0	0.0	3.0	2.0	4.0	0.0	7.0	2.0	1.0	0.0	0.5	2.89	5009.3	2200.0	0.0	1990109199.0										
000a001bf3	1993	584	1	1	3	1	0.0	0.0	0.0	0.0	3.0	1.0	3.0	1.0	0.0	0.0	1.0	0.88	775.0	2000.0	0.0	1990109199.0										
1985103538	2018	344	1	0	2	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2011106242.0										
1985103538	2017	206	1	1	7	1	4.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	3.29	2054.4	0.0	0.0	2011106242.0										
1985103538	2016	207	1	1	7	1	1.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	1.0	3.18	1980.0	0.0	0.0	2011106242.0										
1985103538	2015	213	1	1	5	1	0.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	2.94	1810.0	0.0	0.0	2011106242.0										
1985103538	2014	327	1	0	9	0	0.0	0.0	0.0	0.0	9.0	0.0	6.0	0.0	1.0	0.0	0.0	0.34	208.0	0.0	0.0	2011106242.0										
1985103538	2013	345	6	0	15	0	1.0	0.0	3.0	0.0	11.0	0.0	10.0	0.0	5.0	0.0	0.0	0.08	280.0	0.0	0.0	2008103449.0										
1985103538	2012	255	8	0	42	0	4.0	0.0	22.0	0.0	16.0	0.0	30.0	0.0	12.0	0.0	0.0	0.24	1140.6	0.0	0.0	2007104731.0										
1985103538	2011	135	15	3	76	3	6.0	0.0	22.0	1.0	48.0	2.0	50.0	1.0	21.0	1.0	0.2	0.65	6014.8	1800.0	1800.0	2004105617.0										
1985103538	2010	65	26	5	113	8	2.0	0.0	34.0	5.0	77.0	3.0	77.0	6.0	19.0	0.0	0.192	1.27	20562.7	1966.7	0.0	2007104731.0										
1985103538	2009	78	40	5	175	8	5.0	0.0	38.0	6.0	132.0	2.0	118.0	7.0	50.0	1.0	0.125	0.69	17442.9	1857.1	1700.0	2005106739.0										
1985103538	2008	55	52	12	241	16	5.0	0.0	49.0	2.0	187.0	14.0	177.0	11.0	60.0	3.0	0.231	0.91	29682.1	1818.2	1800.0	2000101573.0										
1985103538	2007	52	67	14	312	16	5.0	1.0	39.0	1.0	268.0	14.0	226.0	9.0	79.0	7.0	0.209	0.7	30900.3	2233.3	1592.9	2000101573.0										
1985103538	2006	38	71	15	345	16	8.0	1.0	52.0	3.0	285.0	12.0	223.0	14.0	104.0	1.0	0.211	0.86	39942.5	2135.7	1800.0	2000101573.0										
1985103538	2005	69	64	5	285	6	8.0	0.0	54.0	1.0	223.0	5.0	199.0	2.0	69.0	3.0	0.078	0.56	23997.0	2300.0	1633.3	2000101573.0										
1985103538	2004	27	73	15	361	22	28.0	2.0	79.0	6.0	254.0	14.0	237.0	16.0	105.0	4.0	0.205	1.19	58926.3	1956.3	1925.0	1998100595.0										
1985103538	2003	16	83	22	455	31	26.0	2.0	78.0	11.0	351.0	18.0	306.0	26.0	138.0	4.0	0.265	1.4	81498.4	2084.6	1750.0	1999104693.0										
1985103538	2002	11	75	24	379	37	31.0	6.0	75.0	9.0	273.0	22.0	258.0	29.0	106.0	6.0	0.32	1.96	107139.9	1979.3	1750.0	1996102442.0										
1985103538	2001	27	62	13	349	18	12.0	1.0	67.0	1.0	270.0	16.0	225.0	13.0	120.0	5.0	0.21	1.13	53665.9	2061.5	1580.0	1996102442.0										
1985103538	2000	24	70	16	404	23	14.0	1.0	91.0	6.0	299.0	16.0	244.0	13.0	144.0	8.0	0.229	1.11	63402.7	1900.0	1725.0	1997104234.0										
1985103538	1999	11	71	21	434	27	17.0	3.0	88.0	8.0	329.0	16.0	252.0	18.0	159.0	8.0	0.29600000000000004	1.42	84900.1	2061.1	1587.5	1996102442.0										
1985103538	1998	54	67	15	363	21	7.0	0.0	75.0	4.0	281.0	17.0	197.0	11.0	164.0	10.0	0.224	0.57	32927.4	1836.4	1840.0	1991109345.0										
1985103538	1997	25	70	23	409	34	10.0	0.0	90.0	9.0	309.0	25.0	266.0	24.0	139.0	10.0	0.329	0.81	49626.4	1841.7	1500.0	1991109345.0										
1985103538	1996	19	57	22	375	28	20.0	1.0	99.0	7.0	256.0	20.0	231.0	14.0	144.0	14.0	0.386	1.15	57864.5	1685.7	1585.7	1991109345.0										
1985103538	1995	10	52	22	335	39	23.0	5.0	108.0	15.0	204.0	19.0	239.0	28.0	96.0	11.0	0.423	1.9	85964.7	1921.4	1800.0	1991105141.0										
1985103538	1994	46	30	16	194	24	10.0	1.0	45.0	5.0	139.0	18.0	124.0	18.0	70.0	6.0	0.5329999999999999	1.41	36693.1	1744.4	1683.3	1991105440.0										
1985103538	1993	180	15	4	50	5	1.0	0.0	5.0	1.0	44.0	4.0	46.0	5.0	4.0	0.0	0.267	0.58	7600.0	1360.0	0.0	1991105440.0										
000a00032c	2006	485	1	0	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1995102216.0										
000a00032c	2005	476	1	0	6	0	0.0	0.0	1.0	0.0	5.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1997102151.0										
000a00032c	2004	427	1	0	5	0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	1.0	0.0	0.0	0.28	190.0	0.0	0.0	1997102151.0										
000a00032c	2003	467	3	0	11	0	0.0	0.0	0.0	0.0	11.0	0.0	6.0	0.0	5.0	0.0	0.0	0.04	75.0	0.0	0.0	1997104474.0										
000a00032c	2002	260	4	2	31	2	0.0	0.0	9.0	0.0	22.0	2.0	17.0	1.0	14.0	1.0	0.5	0.79	2305.0	1200.0	1700.0	1997102151.0										
000a00032c	2001	341	5	0	54	0	0.0	0.0	3.0	0.0	51.0	0.0	31.0	0.0	20.0	0.0	0.0	0.43	1645.0	0.0	0.0	1995102216.0										
000a00032c	2000	265	16	3	72	3	1.0	0.0	8.0	0.0	63.0	3.0	28.0	2.0	42.0	1.0	0.188	0.24	3104.0	1200.0	1700.0	1997102151.0										
