horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	出走/重賞	勝利/重賞	出走/特別	特別/勝利	出走/平場	平場/勝利	出走/芝	芝/勝利	出走/ダート	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬	勝利/特別	勝利/平場	勝利/芝	重賞/出走	重賞/勝利	特別/出走	平場/出走	芝/出走	ダート/出走	勝利/ダート
1988107894	2014	363	1	0	2	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2008103506.0										
1988107894	2013	335	3	0	13	0	0.0	0.0	3.0	0.0	10.0	0.0	2.0	0.0	11.0	0.0	0.0	0.19	349.0	0.0	0.0	2008103506.0										
1988107894	2012	347	5	0	22	0	0.0	0.0	10.0	0.0	12.0	0.0	6.0	0.0	14.0	0.0	0.0	0.08	247.0	0.0	0.0	2008103506.0										
1988107894	2011	184	12	1	50	1	0.0	0.0	12.0	0.0	38.0	1.0	13.0	0.0	34.0	1.0	0.083	0.41	3016.9	0.0	1000.0	2006105192.0										
1988107894	2010	115	28	4	144	6	1.0	0.0	38.0	1.0	105.0	5.0	49.0	1.0	91.0	5.0	0.143	0.54	9455.4	1200.0	1420.0	2005104961.0										
1988107894	2009	142	37	5	141	5	0.0	0.0	23.0	0.0	118.0	5.0	62.0	2.0	78.0	3.0	0.135	0.25	5897.0	1300.0	1350.0	2004105830.0										
1988107894	2008	88	49	5	218	7	1.0	0.0	37.0	3.0	180.0	4.0	87.0	1.0	127.0	6.0	0.102	0.51	15736.6	1200.0	1250.0	2003106334.0										
1988107894	2007	78	48	6	223	7	3.0	0.0	59.0	2.0	161.0	5.0	79.0	3.0	139.0	4.0	0.125	0.63	19809.9	1133.3	1300.0	2002103847.0										
1988107894	2006	44	65	13	309	17	8.0	0.0	77.0	6.0	224.0	11.0	93.0	4.0	205.0	13.0	0.2	0.78	33143.2	1200.0	1503.9	2003106334.0										
1988107894	2005	57	77	15	311	17	10.0	0.0	56.0	4.0	245.0	13.0	99.0	5.0	196.0	11.0	0.195	0.58	29492.6	1280.0	1513.6	2000100480.0										
1988107894	2004	35	95	18	496	24	16.0	0.0	76.0	4.0	404.0	20.0	195.0	6.0	289.0	17.0	0.1889999999999999	0.81	52608.8	1233.3	1441.2	2001105552.0										
1988107894	2003	34	85	22	430	25	13.0	2.0	67.0	0.0	350.0	23.0	211.0	8.0	205.0	15.0	0.259	0.89	52773.2	1225.0	1326.7	2000106626.0										
1988107894	2002	54	69	14	352	19	1.0	0.0	38.0	2.0	313.0	17.0	112.0	2.0	218.0	16.0	0.203	0.65	32563.1	1550.0	1325.0	1997103332.0										
1988107894	2001	55	74	15	381	15	4.0	1.0	75.0	2.0	302.0	12.0	121.0	2.0	247.0	12.0	0.203	0.56	31639.2	1400.0	1458.3	1996103673.0										
1988107894	2000	22	75	20	447	31	11.0	1.0	101.0	8.0	335.0	22.0	152.0	9.0	285.0	21.0	0.267	1.08	66120.3	1500.0	1442.9	1997103969.0										
1988107894	1999	35	75	23	414	28	6.0	0.0	102.0	2.0	306.0	26.0	181.0	7.0	218.0	20.0	0.307	0.72	45216.3	1314.3	1400.0	1993107529.0										
1988107894	1998	15	76	35	516	49	7.0	0.0	104.0	9.0	405.0	40.0	189.0	18.0	311.0	30.0	0.461	1.12	74033.2	1461.1	1403.3	1993109486.0										
1988107894	1997	19	67	28	413	41	5.0	0.0	87.0	7.0	321.0	34.0	203.0	16.0	202.0	25.0	0.418	1.04	60621.7	1531.3	1424.0	1993107529.0										
1988107894	1996	40	51	19	294	23	9.0	1.0	32.0	0.0	253.0	22.0	141.0	6.0	153.0	17.0	0.373	0.81	36313.9	1300.0	1376.5	1993102278.0										
1988107894	1995	266	11	5	36	5	1.0	0.0	3.0	0.0	32.0	5.0	28.0	4.0	8.0	1.0	0.455	0.45	4352.7	1350.0	1600.0	1993106747.0										
000a001e93	2011	202	1	1	5	1	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	4.03	2473.6	0.0	1200.0	2004110081.0										
000a001e93	2010	209	2	1	11	1	0.0	0.0	4.0	1.0	7.0	0.0	0.0	0.0	11.0	1.0	0.5	2.14	2656.6	0.0	1200.0	2004110081.0										
