horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	出走/重賞	勝利/重賞	出走/特別	特別/勝利	出走/平場	平場/勝利	出走/芝	芝/勝利	出走/ダート	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬	勝利/特別	勝利/平場	勝利/芝	重賞/出走	重賞/勝利	特別/出走	平場/出走	芝/出走	ダート/出走	勝利/ダート
2009106461	2021	18	114	21	375	25	19.0	0.0	99.0	5.0	257.0	20.0	179.0	9.0	177.0	15.0	0.184	0.9	47986.9	1955.6	1720.0	2016102336.0										
2009106461	2020	16	175	42	755	52	24.0	5.0	110.0	9.0	621.0	38.0	427.0	28.0	305.0	22.0	0.24	1.0	108663.6	1703.6	1772.7	2016102165.0										
2009106461	2019	16	182	52	778	68	28.0	1.0	73.0	15.0	677.0	52.0	463.0	50.0	312.0	18.0	0.28600000000000003	1.0	112044.0	1782.0	1683.3	2016104529.0										
2009106461	2018	55	82	13	196	15	11.0	0.0	13.0	2.0	172.0	13.0	172.0	13.0	24.0	2.0	0.159	0.56	28667.3	1561.5	1600.0	2016104702.0										
2007102760	2021	119	16	2	43	2	0.0	0.0	3.0	1.0	40.0	1.0	8.0	0.0	35.0	2.0	0.125	0.54	4045.4	0.0	1200.0	2016105282.0										
2007102760	2020	121	18	1	72	3	1.0	0.0	9.0	2.0	62.0	1.0	24.0	0.0	48.0	3.0	0.055999999999999994	0.69	7658.2	0.0	1183.3	2016105282.0										
2007102760	2019	127	29	4	74	6	1.0	0.0	5.0	1.0	68.0	5.0	41.0	3.0	33.0	3.0	0.138	0.35	6163.5	1200.0	1183.3	2016105439.0										
2007102760	2018	230	18	1	40	1	1.0	0.0	2.0	0.0	37.0	1.0	24.0	1.0	16.0	0.0	0.055999999999999994	0.13	1440.0	1200.0	0.0	2016105439.0										
2006105511	2021	112	16	3	32	3	0.0	0.0	12.0	1.0	20.0	2.0	24.0	3.0	8.0	0.0	0.188	0.61	4528.3	1266.7	0.0	2016105797.0										
2006105511	2020	84	13	6	64	10	3.0	0.0	29.0	7.0	32.0	3.0	50.0	9.0	14.0	1.0	0.462	2.0	16103.3	1600.0	1600.0	2016103958.0										
2006105511	2019	156	13	2	56	2	1.0	0.0	10.0	1.0	45.0	1.0	45.0	2.0	11.0	0.0	0.154	0.48	3877.6	1400.0	0.0	2017104068.0										
2006105511	2018	229	6	1	18	1	0.0	0.0	4.0	0.0	14.0	1.0	15.0	1.0	3.0	0.0	0.16699999999999998	0.39	1444.1	1400.0	0.0	2016105313.0										
2008102985	2021	93	32	2	92	2	4.0	1.0	8.0	0.0	80.0	1.0	63.0	2.0	27.0	0.0	0.063	0.56	8274.0	1700.0	0.0	2016104772.0										
2008102985	2020	91	36	8	131	9	4.0	0.0	14.0	2.0	113.0	7.0	103.0	9.0	26.0	0.0	0.222	0.65	14554.5	1600.0	0.0	2016104772.0										
2008102985	2019	93	28	3	113	8	4.0	0.0	10.0	3.0	99.0	5.0	90.0	8.0	23.0	0.0	0.107	0.82	14201.7	1650.0	0.0	2016102044.0										
2008102985	2018	204	12	2	50	2	0.0	0.0	5.0	0.0	45.0	2.0	46.0	2.0	4.0	0.0	0.16699999999999998	0.3	2215.0	1100.0	0.0	2016102295.0										
