着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	8	8	---	1.0	1989101605	牡	5	460.0	-6.0	55.0	125.4	0			05209	05075	00nan	300.0	199340022510
2	5	5	---	6.0	1986100460	牡	8	458.0	4.0	53.0	125.4	ハナ			0川中子健	[他] 荒川嘉幸	00nan	120.0	199340022510
3	6	6	---	5.0	1988104225	牡	6	502.0	-3.0	53.0	125.9	2.1/2			0野木英文	05421	00nan	60.0	199340022510
4	2	2	---	9.0	1987100363	牡	7	497.0	-3.0	54.0	126.4	2.1/2			05315	05426	00nan	45.0	199340022510
5	3	3	---	4.0	1989107407	牡	5	463.0	-4.0	53.0	126.8	2			05024	05338	00nan	30.0	199340022510
6	4	4	---	8.0	1986102609	牡	8	445.0	-11.0	53.0	127.1	1.1/2			00梅山誠	[他] 増渕陽	00nan	0.0	199340022510
7	8	9	---	2.0	1989107458	牝	5	444.0	0.0	56.5	127.2	3/4			05001	[他] 丸山定男	00nan	0.0	199340022510
8	7	7	---	7.0	1988103797	牝	6	450.0	-3.0	53.0	127.6	2			00442	[他] 岩渕良夫	00nan	0.0	199340022510
9	1	1	---	3.0	1988106518	牝	6	441.0	-7.0	56.5	130.5	大			0青木秀之	05175	00nan	0.0	199340022510
1	7	7	---	1.0	1989107694	牡	5	513.0	5.0	53.0	127.0	0			0長島茂夫	05019	00nan	300.0	199340040710
2	6	6	---	5.0	1988106518	牝	6	443.0	2.0	56.0	127.0	ハナ			0青木秀之	05175	00nan	120.0	199340040710
3	2	2	---	6.0	1988104225	牡	6	501.0	-1.0	54.0	127.1	クビ			0野木英文	05421	00nan	60.0	199340040710
4	1	1	---	3.0	1987106337	牡	7	463.0	-7.0	53.0	127.2	1/2			0平澤則雄	[他] 川村孝一	00nan	45.0	199340040710
5	8	10	---	2.0	1989101605	牡	5	457.0	-2.0	56.0	127.4	1			05209	05075	00nan	30.0	199340040710
6	5	5	---	4.0	1987101931	牡	7	508.0	-13.0	56.0	127.6	1			00藤本靖	[他] 川村孝一	00nan	0.0	199340040710
7	3	3	---	8.0	1987101853	牡	7	447.0	-3.0	53.0	127.6	アタマ			0大島計彦	[他] 星野由基	00nan	0.0	199340040710
8	4	4	---	10.0	1986102609	牡	8	443.0	-6.0	53.0	128.3	3			0岡田康志	[他] 増渕陽	00nan	0.0	199340040710
9	8	9	---	9.0	1985100369	牡	9	497.0	-4.0	53.0	129.8	7			0山ノ井紀	05525	00nan	0.0	199340040710
中	7	8	---	7.0	1986200024	牡	8	515.0	-1.0	53.0					0小野三夫	[他] 川村正義	00nan	0.0	199340040710
1	4	4	---	4.0	1988106518	牝	6	446.0	-6.0	56.0	123.7	0			05209	05175	00nan	300.0	199340070109
2	5	5	---	3.0	1989107458	牝	5	441.0	4.0	55.0	123.9	1			05001	[他] 丸山定男	00nan	120.0	199340070109
3	2	2	---	1.0	1986100460	牡	8	458.0	0.0	54.0	123.9	アタマ			0川中子健	[他] 荒川嘉幸	00nan	60.0	199340070109
4	3	3	---	5.0	1987101853	牡	7	441.0	-4.0	53.0	124.4	2.1/2			05215	[他] 星野由基	00nan	45.0	199340070109
5	1	1	---	7.0	1988103388	牡	6	512.0	-6.0	54.0	124.4	ハナ			00442	[他] 小平孝一	00nan	30.0	199340070109
6	6	6	---	2.0	1988104532	牡	6	463.0	-5.0	53.0	125.6	6			05012	05012	00nan	0.0	199340070109
7	7	7	---	6.0	1988105340	牝	6	443.0	1.0	53.0	126.3	3			0大島計彦	[他] 星野由基	00nan	0.0	199340070109
8	8	8	---	8.0	1988104686	牡	6	448.0	-13.0	53.0	128.8	大			00吉田一	05012	00nan	0.0	199340070109
1	3	3	---	2.0	1991104360	牝	3	437.0	1.0	54.0	49.2	0			00442	[他] 前田利夫	00nan	90.0	199340081202
2	7	8	---	1.0	1991104660	牝	3	455.0	15.0	54.0	49.4	1			00藤本靖	[他] 清水久夫	00nan	36.0	199340081202
3	6	6	---	5.0	1991104781	牝	3	389.0	-9.0	54.0	49.9	2.1/2			0平澤則雄	[他] 菅原末治	00nan	18.0	199340081202
4	7	7	---	3.0	1991104927	牝	3	402.0	-1.0	54.0	50.3	2			0小野三夫	[他] 川村孝一	00nan	13.5	199340081202
